date,tracking_code,campaignname,adgroup,keyword,Impressions,Clicks, cost 
2016-07-01,ps_msn_38360,B2C_BR_401K_Standard,Company X  401K Exact,company x 401 k,1.00,1,1.34
2016-07-01,ps_msn_38366,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401k,6.00,1,1.03
2016-07-01,ps_msn_38444,B2C_BR_403B_Standard,Company X  403B Broad Match Modify,+company +x 403b,1.00,1,0.40
2016-07-01,ps_msn_38442,B2C_BR_403B_Standard,Company X  403B Exact,company x 403b,1.00,1,0.66
2016-07-01,ps_ggl_40615,B2C_BR_403B_Standard,Company X  403B Broad Match Modify,+company +x 403 b,34.00,1,0.82
2016-07-01,ps_msn_38515,B2C_BR_AMCAP Funds_Standard,Company X  AMCAP Exact,company x amcap,2.00,1,0.26
2016-07-01,ps_ggl_41080,B2C_BR_AMCAP Funds_Standard,Company X  AMCAP Broad Match Modify,+company +x amcap,12.00,1,1.26
2016-07-01,ps_ggl_40718,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company x company balanced fund,1.00,1,0.08
2016-07-01,ps_msn_39665,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company fund balanced fund,1.00,1,1.89
2016-07-01,ps_ggl_40856,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x global balanced fund,2.00,1,1.12
2016-07-01,ps_msn_39668,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company x balanced,6.00,1,0.05
2016-07-01,ps_ggl_41521,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company x balanced,12.00,1,0.94
2016-07-01,ps_msn_39672,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x company balanced,12.00,1,1.25
2016-07-01,ps_ggl_41737,B2C_BR_Brand Core_Standard,Company X  Exact,americn funds,3.00,1,0.63
2016-07-01,ps_msn_38144,B2C_BR_Brand Core_Standard,Company X  Site Exact,company x account,4.00,1,0.94
2016-07-01,ps_msn_38159,B2C_BR_Brand Core_Standard,Company X  Exact,company x portfolio series,5.00,1,0.74
2016-07-01,ps_msn_38150,B2C_BR_Brand Core_Standard,Company X  Investment Exact,company fund investment,6.00,1,1.17
2016-07-01,ps_ggl_41103,B2C_BR_Capital World Funds_Standard,Company X  Equity World Funds Exact,company x Equity world growth,2.00,1,1.34
2016-07-01,ps_msn_38376,B2C_BR_Capital World Funds_Standard,Company X  Equity World Funds Exact,capital world growth and income fund,3.00,1,3.70
2016-07-01,ps_msn_39653,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529 plan,1.00,1,2.09
2016-07-01,ps_ggl_41828,B2C_BR_College 529_Standard,Company X  College 529 Exact,company x college 529,2.00,1,2.62
2016-07-01,ps_ggl_42012,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529 funds,2.00,1,0.01
2016-07-01,ps_ggl_41373,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +x 529 plan,3.00,1,0.76
2016-07-01,ps_msn_39629,B2C_BR_College 529_Standard,Company X  College America Exact,company x collegeamerica,4.00,1,0.25
2016-07-01,ps_ggl_41544,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529 plans,4.00,1,0.92
2016-07-01,ps_msn_39631,B2C_BR_College 529_Standard,Company X  College America Broad Match Modify,+company +x college america,8.00,1,0.32
2016-07-01,ps_msn_39563,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica 529,9.00,1,0.05
2016-07-01,ps_msn_39655,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +fund 529,15.00,1,0.58
2016-07-01,ps_msn_39562,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica,23.00,1,1.30
2016-07-01,ps_ggl_40579,B2C_BR_Coverdell_Standard,Company X  Coverdell Broad Match Modify,+company +x coverdell,2.00,1,0.29
2016-07-01,ps_msn_38610,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth,2.00,1,0.17
2016-07-01,ps_ggl_42015,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth fund,3.00,1,0.73
2016-07-01,ps_ggl_41409,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth,6.00,1,1.16
2016-07-01,ps_msn_38609,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific,7.00,1,0.23
2016-07-01,ps_msn_38611,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth fund,8.00,1,0.05
2016-07-01,ps_ggl_41487,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Broad Match Modify,+company +x europacific growth,11.00,1,0.75
2016-07-01,ps_msn_38605,B2C_BR_Fundamental Investor_Standard,Company X  Fundamental Investor Broad Match Modify,+company +x fundamental investor,10.00,1,0.28
2016-07-01,ps_msn_38436,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x Equity growth and income,1.00,1,0.58
2016-07-01,ps_ggl_41506,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Exact,company x growth and income,3.00,1,0.24
2016-07-01,ps_ggl_41547,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth income,6.00,1,0.06
2016-07-01,ps_msn_38440,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth-income fund,14.00,1,1.47
2016-07-01,ps_msn_38439,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth income,52.00,1,1.76
2016-07-01,ps_msn_38978,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,company x growth fund,1.00,1,0.44
2016-07-01,ps_msn_38983,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,the growth fund of america,2.00,1,1.72
2016-07-01,ps_ggl_40602,B2C_BR_Income Funds_Standard,Company X  Income Funds Exact,the income fund of america,4.00,1,1.66
2016-07-01,ps_msn_38865,B2C_BR_Income Funds_Standard,Company X  Income Funds Exact,capital income builder,13.00,1,3.07
2016-07-01,ps_msn_38862,B2C_BR_Income Funds_Standard,Company X  Income Funds Exact,company x Equity income builder,14.00,1,4.48
2016-07-01,ps_msn_38528,B2C_BR_International Funds_Standard,Company X  International Funds Exact,company x international growth and income fund,3.00,1,0.80
2016-07-01,ps_ggl_42111,B2C_BR_International Funds_Standard,Company X  International Funds Broad Match Modify,+company +x international growth and income,13.00,1,3.84
2016-07-01,ps_msn_39157,B2C_BR_Investment Company_Standard,Company X  Investment Company Exact,the investment company of america,3.00,1,1.69
2016-07-01,ps_ggl_41363,B2C_BR_Investment Company_Standard,Company X  Investment Company Exact,the investment company of america,7.00,1,2.28
2016-07-01,ps_msn_38768,B2C_BR_IRA_Standard,Company X  IRA Exact,company x ira,2.00,1,1.73
2016-07-01,ps_ggl_41095,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,ira +company +funds,35.00,1,0.16
2016-07-01,ps_msn_38997,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Broad Match Modify,+company +x company mutual fund,5.00,1,0.05
2016-07-01,ps_ggl_40931,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company fund mutual fund,9.00,1,0.41
2016-07-01,ps_msn_38525,B2C_BR_New Perspective_Standard,Company X  New Perspective Exact,new perspective fund,5.00,1,0.05
2016-07-01,ps_msn_38393,B2C_BR_New World Funds_Standard,New World Funds Exact,new world fund a,1.00,1,0.25
2016-07-01,ps_msn_38400,B2C_BR_New World Funds_Standard,Company X  New World Funds Exact,company x new world,3.00,1,0.05
2016-07-01,ps_msn_38392,B2C_BR_New World Funds_Standard,New World Funds Exact,new world fund,3.00,1,0.16
2016-07-01,ps_ggl_41241,B2C_BR_New World Funds_Standard,Company X  New World Funds Broad Match Modify,+company +fund new world funds,13.00,1,0.16
2016-07-01,ps_msn_38410,B2C_BR_New World Funds_Standard,Company X  New World Funds Broad Match Modify,new world +company +funds,21.00,1,3.47
2016-07-01,ps_ggl_41025,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Exact,company x retirement plan,2.00,1,1.18
2016-07-01,ps_ggl_40682,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Exact,roth ira company funds,1.00,1,0.82
2016-07-01,ps_ggl_40705,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Exact,company x roth ira,14.00,1,1.20
2016-07-01,ps_ggl_41068,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Broad Match Modify,+company +x roth ira,19.00,1,0.09
2016-07-01,ps_ggl_42014,B2C_BR_Roth IRA_Standard,Company X  Roth IRA Broad Match Modify,roth ira +company +funds,23.00,1,1.53
2016-07-01,ps_msn_38370,B2C_BR_SEP IRA_Standard,Company X  SEP IRA Broad Match Modify,+company +x sep ira,20.00,1,2.20
2016-07-01,ps_ggl_41183,B2C_BR_Small Cap Funds_Standard,Company X  Small Cap Broad Match Modify,+company +x smallcap world,17.00,1,0.96
2016-07-01,ps_msn_38973,B2C_BR_Taxable Bond Funds_Standard,Company X  Bond Fund of America Exact,the bond fund of america,1.00,1,0.41
2016-07-01,ps_ggl_41077,B2C_BR_Taxable Bond Funds_Standard,Company X  Bond Fund of America Exact,the bond fund of america,3.00,1,1.04
2016-07-01,ps_ggl_41120,B2C_BR_Taxable Bond Funds_Standard,Company X  Intermediate Bond Fund Broad Match Modify,+company +x intermediate bond fund of america,5.00,1,1.78
2016-07-01,ps_msn_38967,B2C_BR_Taxable Bond Funds_Standard,Company X  High Income Trust Broad Match Modify,+company +x high income trust,6.00,1,2.02
2016-07-01,ps_msn_38974,B2C_BR_Taxable Bond Funds_Standard,Company X  Bond Fund of America Broad Match Modify,+company +x bond fund of america,6.00,1,1.22
2016-07-01,ps_ggl_41600,B2C_BR_Taxable Bond Funds_Standard,Company X  High Income Trust Broad Match Modify,+company +x company high income trust,7.00,1,1.33
2016-07-01,ps_ggl_41419,B2C_BR_UGMA_Standard,Company X  UGMA Exact,company x ugma,1.00,1,0.01
2016-07-01,ps_msn_38826,B2C_BR_UTMA_Standard,Company X  UTMA Broad Match Modify,+company +x utma,5.00,1,0.80
2016-07-01,ps_msn_38834,B2C_BR_Washington Mutual Funds_Standard,Company X  Washington Mutual Investor Funds Broad Match Modify,+company +x washington mutual investors,25.00,1,1.15
2016-07-01,ps_msn_39085,B2C_NB_401K_Standard,401K Retirement Plan Exact,401 k retirement plan,5.00,1,3.28
2016-07-01,ps_msn_39106,B2C_NB_401K_Standard,401K Phrase,401k investment,7.00,1,3.53
2016-07-01,ps_ggl_41433,B2C_NB_401K_Standard,401K Exact,401k account,8.00,1,6.13
2016-07-01,ps_msn_39102,B2C_NB_401K_Standard,401K Plan Exact,401k plans,12.00,1,6.46
2016-07-01,ps_ggl_41255,B2C_NB_401K_Standard,401K Plan Exact,401 k plan,14.00,1,6.45
2016-07-01,ps_ggl_41989,B2C_NB_401K_Standard,401K Plan Exact,401k plan,15.00,1,4.93
2016-07-01,ps_msn_39089,B2C_NB_401K_Standard,401K Retirement Plan Exact,401k retirement plan,33.00,1,5.31
2016-07-01,ps_msn_39077,B2C_NB_401K_Standard,401K Retirement Plan Phrase,401k retirement,40.00,1,0.74
2016-07-01,ps_ggl_40952,B2C_NB_401K_Standard,401K Retirement Plan Exact,401k retirement plan,54.00,1,6.51
2016-07-01,ps_msn_39097,B2C_NB_401K_Standard,401K Plan Phrase,401k plan,109.00,1,5.06
2016-07-01,ps_msn_39096,B2C_NB_401K_Standard,401K Plan Phrase,401 k plans,123.00,1,3.83
2016-07-01,ps_msn_39109,B2C_NB_401K_Standard,401K Exact,401k,369.00,1,1.35
2016-07-01,ps_msn_38798,B2C_NB_403B_Standard,403B Plan Phrase,403b plans,4.00,1,4.39
2016-07-01,ps_ggl_41845,B2C_NB_403B_Standard,403B Retirement Plan Exact,403b retirement plan,12.00,1,2.77
2016-07-01,ps_msn_38795,B2C_NB_403B_Standard,403B Plan Phrase,403 b plan,14.00,1,2.63
2016-07-01,ps_msn_38790,B2C_NB_403B_Standard,403B Retirement Plan Exact,403 b retirement plan,29.00,1,3.86
2016-07-01,ps_ggl_41061,B2C_NB_403B_Standard,403B Retirement Plan Phrase,403 b retirement plan,29.00,1,3.22
2016-07-01,ps_ggl_41993,B2C_NB_Balanced Funds_Standard,Balanced Mutual Funds Exact,balanced mutual funds,4.00,1,4.71
2016-07-01,ps_ggl_54002,B2C_NB_Brexit_Standard,United Kingdom,United Kingdom referendum,3.00,1,4.82
2016-07-01,ps_msn_54059,B2C_NB_Brexit_Standard,Brexit,brexit UK,16.00,1,0.77
2016-07-01,ps_msn_54066,B2C_NB_Brexit_Standard,Brexit BMM,brexit +UK,44.00,1,0.26
2016-07-01,ps_msn_54068,B2C_NB_Brexit_Standard,Brexit BMM,brexit +referendum,45.00,1,0.62
2016-07-01,ps_ggl_54032,B2C_NB_Brexit_Standard,Britain,Britain exit,51.00,1,3.66
2016-07-01,ps_ggl_53995,B2C_NB_Brexit_Standard,Brexit,brexit referendum,72.00,1,1.08
2016-07-01,ps_ggl_51397,B2C_NB_China Economy_Standard,China Devaluation Broad Match Modify,+china +currency +devaluation,17.00,1,2.53
2016-07-01,ps_msn_51644,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+china +economy,57.00,1,0.18
2016-07-01,ps_ggl_51375,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+chinese +economy,141.00,1,1.93
2016-07-01,ps_msn_39524,B2C_NB_College 529_Standard,College 529 Exact,529 college funds,2.00,1,3.29
2016-07-01,ps_msn_39522,B2C_NB_College 529_Standard,College 529 Phrase,college x 529,3.00,1,2.76
2016-07-01,ps_ggl_41653,B2C_NB_College 529_Standard,California 529 Exact,California 529,3.00,1,1.19
2016-07-01,ps_msn_39523,B2C_NB_College 529_Standard,College 529 Exact,529 college fund,5.00,1,4.52
2016-07-01,ps_msn_39554,B2C_NB_College 529_Standard,California 529 Phrase,529 California,7.00,1,0.93
2016-07-01,ps_msn_39445,B2C_NB_College 529_Standard,Virginia 529 Exact,virginia 529,9.00,1,0.55
2016-07-01,ps_msn_39435,B2C_NB_College 529_Standard,Virginia 529 Phrase,va 529,9.00,1,2.42
2016-07-01,ps_msn_39518,B2C_NB_College 529_Standard,College 529 Phrase,college 529,15.00,1,6.40
2016-07-01,ps_ggl_41284,B2C_NB_College 529_Standard,Virginia 529 Exact,virginia 529,42.00,1,1.00
2016-07-01,ps_msn_38824,B2C_NB_Coverdell_Standard,Coverdell Account Exact,coverdell accounts,1.00,1,2.49
2016-07-01,ps_ggl_42078,B2C_NB_Coverdell_Standard,Coverdell Education Exact,coverdell education savings account,29.00,1,2.19
2016-07-01,ps_msn_38544,B2C_NB_Equity Income Funds_Standard,Equity Income Fund Phrase,equity income fund,13.00,1,2.02
2016-07-01,ps_msn_38539,B2C_NB_Equity Income Funds_Standard,Top Equity Income Fund Exact,top equity income funds,52.00,1,3.36
2016-07-01,ps_msn_38759,B2C_NB_Growth & Income Funds_Standard,Best Growth and Income Fund Exact,best growth income funds,18.00,1,1.43
2016-07-01,ps_ggl_41550,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,mutual x growth,1.00,1,4.17
2016-07-01,ps_ggl_41197,B2C_NB_Growth Funds_Standard,Dividend Growth Fund Phrase,dividend growth funds,1.00,1,1.73
2016-07-01,ps_ggl_40760,B2C_NB_Growth Funds_Standard,Dividend Growth Fund Exact,dividend growth fund,2.00,1,3.33
2016-07-01,ps_msn_38913,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth funds,3.00,1,2.00
2016-07-01,ps_ggl_40835,B2C_NB_Growth Funds_Standard,Dividend Growth Fund Exact,dividend growth funds,4.00,1,2.02
2016-07-01,ps_ggl_41509,B2C_NB_Income Funds_Standard,Income Fund Exact,income fund,14.00,1,7.95
2016-07-01,ps_msn_38344,B2C_NB_Income Funds_Standard,Income Fund Exact,income funds,53.00,1,0.60
2016-07-01,ps_msn_38339,B2C_NB_Income Funds_Standard,Income Fund Phrase,income fund,118.00,1,0.20
2016-07-01,ps_ggl_41991,B2C_NB_IRA_Standard,IRA Phrase,iras,5.00,1,0.48
2016-07-01,ps_ggl_50678,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Returns Exact,market returns,4.00,1,2.05
2016-07-01,ps_ggl_50799,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Highs Broad Match Modify,+market +highs,12.00,1,0.80
2016-07-01,ps_ggl_50883,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Exact,best retirement investments,4.00,1,4.87
2016-07-01,ps_ggl_50753,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Exact,investing for retirement,6.00,1,6.43
2016-07-01,ps_msn_50561,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Broad Match Modify,+best +retirement +investments,53.00,1,4.86
2016-07-01,ps_ggl_50846,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,stock market performance history,2.00,1,0.57
2016-07-01,ps_msn_50508,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,history of stocks,2.00,1,0.25
2016-07-01,ps_ggl_50735,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,historic stock market returns,3.00,1,1.26
2016-07-01,ps_msn_50522,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+the +history +of +stock +market,4.00,1,0.89
2016-07-01,ps_msn_50510,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,stock market performance history,4.00,1,0.12
2016-07-01,ps_msn_50518,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+history +of +stocks,6.00,1,1.64
2016-07-01,ps_ggl_50709,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,historical stock market returns,6.00,1,2.59
2016-07-01,ps_msn_50511,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,stocks history,6.00,1,0.89
2016-07-01,ps_ggl_50789,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+historical +prices +for +stocks,8.00,1,1.45
2016-07-01,ps_ggl_50814,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+historic +stock +market +returns,9.00,1,1.41
2016-07-01,ps_ggl_50645,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Exact,us shares market,25.00,1,1.79
2016-07-01,ps_ggl_50686,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +return,4.00,1,1.97
2016-07-01,ps_msn_50463,B2C_NB_Market Fluctuations_Proper Perspective,Perspective Exact,market perspective,7.00,1,0.38
2016-07-01,ps_ggl_50860,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +returns,27.00,1,1.98
2016-07-01,ps_ggl_50898,B2C_NB_Market Fluctuations_Proper Perspective,Perspective Broad Match Modify,+finance +perspective,30.00,1,1.22
2016-07-01,ps_msn_50447,B2C_NB_Market Fluctuations_Staying The Course,Invest Long Term Broad Match Modify,+invest +long +term,6.00,1,0.69
2016-07-01,ps_msn_50420,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Exact,diversified investment,3.00,1,0.20
2016-07-01,ps_ggl_50660,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+investment +diversification,13.00,1,1.23
2016-07-01,ps_ggl_50673,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+diversified +investments,24.00,1,0.82
2016-07-01,ps_ggl_50666,B2C_NB_Market Fluctuations_Timing The Market,Stock Market Timing Broad Match Modify,+stock +market +timing,3.00,1,1.19
2016-07-01,ps_ggl_50694,B2C_NB_Market Fluctuations_Timing The Market,Stock Rebound Broad Match Modify,+rebound +stocks,3.00,1,0.69
2016-07-01,ps_ggl_50927,B2C_NB_Market Fluctuations_Timing The Market,Stock Rebound Exact,stocks rebound,3.00,1,1.87
2016-07-01,ps_msn_50379,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Broad Match Modify,+market +timing,14.00,1,1.76
2016-07-01,ps_ggl_50667,B2C_NB_Market Fluctuations_Timing The Market,Stock Market Timing Broad Match Modify,+stock +timing,21.00,1,1.83
2016-07-01,ps_msn_46252,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +indices,16.00,1,1.47
2016-07-01,ps_ggl_45905,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +averages,37.00,1,3.56
2016-07-01,ps_msn_38688,B2C_NB_Retirement Plans_Standard,Financial Retirement Plan Exact,financial retirement planning,2.00,1,8.03
2016-07-01,ps_ggl_40880,B2C_NB_Retirement Plans_Standard,Retirement Portfolio Exact,retirement portfolio,6.00,1,1.45
2016-07-01,ps_msn_38639,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,planning retirement,6.00,1,4.40
2016-07-01,ps_msn_38633,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings plans,8.00,1,3.68
2016-07-01,ps_ggl_41008,B2C_NB_Retirement Plans_Standard,Qualified Retirement Plan Phrase,qualified retirement plan,9.00,1,0.88
2016-07-01,ps_msn_38670,B2C_NB_Retirement Plans_Standard,Retirement Income Exact,retirement income,10.00,1,3.45
2016-07-01,ps_msn_38631,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings,12.00,1,3.74
2016-07-01,ps_msn_38623,B2C_NB_Retirement Plans_Standard,Top Retirement Plans Exact,top retirement plans,24.00,1,4.24
2016-07-01,ps_msn_38624,B2C_NB_Retirement Plans_Standard,Retirement Saving Phrase,retirement saving plan,35.00,1,3.47
2016-07-01,ps_ggl_41058,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plans,53.00,1,9.92
2016-07-01,ps_msn_38677,B2C_NB_Retirement Plans_Standard,Retirement Funds Exact,retirement funds,53.00,1,6.48
2016-07-01,ps_ggl_40971,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plan,64.00,1,4.67
2016-07-01,ps_msn_38654,B2C_NB_Retirement Plans_Standard,Retirement Investment Phrase,retirement investing,77.00,1,1.90
2016-07-01,ps_ggl_40751,B2C_NB_Roth IRA_Standard,Roth IRA Account Exact,roth ira accounts,4.00,1,4.71
2016-07-01,ps_msn_39114,B2C_NB_Simple IRA_Standard,Simple IRA Plan Phrase,simple ira plans,1.00,1,4.57
2016-07-01,ps_ggl_42109,B2C_NB_Simple IRA_Standard,Simple IRA Exact,simple iras,2.00,1,6.39
2016-07-01,ps_ggl_40622,B2C_NB_Simple IRA_Standard,Simple IRA Plan Exact,simple ira plan,5.00,1,4.21
2016-07-01,ps_ggl_41151,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple ira,101.00,1,4.71
2016-07-01,ps_msn_38721,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Exempt Bond Fund Phrase,tax exempt bond funds,2.00,1,1.53
2016-07-01,ps_msn_38710,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Free Bond Fund Phrase,tax free municipal bond,3.00,1,3.69
2016-07-01,ps_msn_38720,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Exempt Bond Fund Phrase,tax exempt bond fund,4.00,1,1.78
2016-07-01,ps_msn_38719,B2C_NB_Tax-Exempt Bond Funds_Standard,Tax Free Bond Fund Exact,tax free municipal bonds,11.00,1,1.40
2016-07-01,ps_msn_39041,B2C_NB_UGMA_Standard,UGMA Exact,uniform gifts to minors act,4.00,1,1.88
2016-07-01,ps_ggl_41152,B2C_NB_UGMA_Standard,UGMA Exact,ugma account,12.00,1,0.32
2016-07-01,ps_ggl_40808,B2C_NB_UGMA_Standard,UGMA Phrase,ugma,34.00,1,1.69
2016-07-01,ps_ggl_41328,B2C_NB_UTMA_Standard,UTMA Exact,utma,19.00,1,1.01
2016-07-01,ps_ggl_34714,xx_Investor_NB_Messaging>Reasons to Believe,Low Investment Fees>Broad,low expense ratio mutual funds,116.00,1,20.64
2016-07-01,ps_ggl_34863,xx_Investor_NB_Product>Fund Type,Tax-Exempt Bond Funds>Permutations>Exact,tax exempt bond funds,2.00,1,2.42
2016-07-01,ps_ggl_34776,xx_Investor_NB_Product>Fund Type,Equity-Income Funds>Permutations>Exact,best equity income funds,3.00,1,16.09
2016-07-01,ps_ggl_37673,xx_Investor_NB_Product>Fund Type,Tax-Exempt Bond Funds>Permutations>Exact,best tax free municipal bonds,4.00,1,6.04
2016-07-01,ps_ggl_34808,xx_Investor_NB_Product>Fund Type,Growth-and-Income Funds>Permutations>Broad,top growth income funds,4.00,1,7.20
2016-07-01,ps_ggl_36738,xx_Investor_NB_Product>Fund Type,Balanced Fund>Permutations>Exact,best balanced mutual funds,8.00,1,15.10
2016-07-01,ps_ggl_37632,xx_Investor_NB_Product>Fund Type,Growth-and-Income Funds>Permutations>Exact,growth and income mutual funds,9.00,1,10.74
2016-07-01,ps_ggl_37643,xx_Investor_NB_Product>Fund Type,Equity-Income Funds>Permutations>Broad,top income funds,11.00,1,15.56
2016-07-01,ps_ggl_34783,xx_Investor_NB_Product>Fund Type,Growth Funds>Permutations>Broad,best mutual growth funds,17.00,1,15.30
2016-07-01,ps_ggl_37648,xx_Investor_NB_Product>Fund Type,Growth Funds>Permutations>Exact,growth stock mutual funds,20.00,1,8.84
2016-07-01,ps_ggl_34782,xx_Investor_NB_Product>Fund Type,Growth Funds>Permutations>Broad,mutual growth funds,25.00,1,10.83
2016-07-01,ps_ggl_37663,xx_Investor_NB_Product>Fund Type,Growth Funds>Permutations>Broad,growth investment fund,27.00,1,8.16
2016-07-01,ps_ggl_37631,xx_Investor_NB_Product>Fund Type,Growth-and-Income Funds>Permutations>Broad,best monthly income funds,46.00,1,11.59
2016-07-01,ps_ggl_36752,xx_Investor_NB_Product>Fund Type,Balanced Fund>Permutations>Broad,balanced mutual funds,88.00,1,15.35
2016-07-01,ps_ggl_34761,xx_Investor_NB_Product>Fund Type,Equity-Income Funds>Permutations>Broad,equity income funds,316.00,1,20.48
2016-07-01,ps_ggl_34865,xx_Investor_NB_Product>Investment Objective,College Savings>Coverdell>Broad,coverdell esa,1.00,1,2.14
2016-07-01,ps_ggl_34997,xx_Investor_NB_Product>Investment Objective,Retirement>401K>Exact,401k investment,3.00,1,7.28
2016-07-01,ps_ggl_34999,xx_Investor_NB_Product>Investment Objective,Retirement>401K>Exact,401k account,3.00,1,4.43
2016-07-01,ps_ggl_34902,xx_Investor_NB_Product>Investment Objective,College Savings>UGMA/UTMA>Exact,ugma,4.00,1,1.06
2016-07-01,ps_ggl_35083,xx_Investor_NB_Product>Investment Objective,Retirement>Permutations>Exact,retirement funds,5.00,1,7.61
2016-07-01,ps_ggl_36870,xx_Investor_NB_Product>Investment Objective,Retirement>Employer Sponsored>Broad,employer sponsored retirement plan,6.00,1,4.36
2016-07-01,ps_ggl_34895,xx_Investor_NB_Product>Investment Objective,College Savings>UGMA/UTMA>Exact,utma account,11.00,1,3.16
2016-07-01,ps_ggl_35124,xx_Investor_NB_Product>Investment Objective,Retirement>Traditional/Roth IRAs>Broad,traditional roth ira,13.00,1,7.56
2016-07-01,ps_ggl_34896,xx_Investor_NB_Product>Investment Objective,College Savings>UGMA/UTMA>Exact,utma,17.00,1,1.19
2016-07-01,ps_ggl_35118,xx_Investor_NB_Product>Investment Objective,Retirement>SIMPLE IRAS>Exact,simple ira,19.00,1,3.55
