date,tracking_code,campaignname,adgroup,keyword,Impressions,Clicks, cost 
2016-07-09,ps_ggl_50672,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Exact,us stocks market,84.00,6,6.37
2016-07-09,ps_msn_50435,B2C_NB_Market Fluctuations_Staying The Course,Long Term Investment Exact,long term investments,37.00,6,8.25
2016-07-09,ps_msn_38631,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings,43.00,6,20.03
2016-07-09,ps_msn_38355,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +x 401k retirement center,28.00,7,6.43
2016-07-09,ps_ggl_41988,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +fund 401k,43.00,7,7.15
2016-07-09,ps_ggl_41994,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +fund growth fund,54.00,7,10.63
2016-07-09,ps_msn_38772,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,ira +company +funds,127.00,7,7.25
2016-07-09,ps_ggl_40931,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company fund mutual fund,13.00,7,5.99
2016-07-09,ps_ggl_41067,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Broad Match Modify,+company +x company mutual fund,65.00,7,2.50
2016-07-09,ps_ggl_40693,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement plan,48.00,7,7.83
2016-07-09,ps_msn_39077,B2C_NB_401K_Standard,401K Retirement Plan Phrase,401k retirement,206.00,7,15.36
2016-07-09,ps_msn_38707,B2C_NB_Retirement Plans_Standard,Best Retirement Plan Exact,best retirement plans,1463.00,7,12.98
2016-07-09,ps_msn_38986,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +x growth fund,75.00,8,15.61
2016-07-09,ps_ggl_40687,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement plans,32.00,8,5.42
2016-07-09,ps_msn_50483,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investment +return,87.00,8,6.87
2016-07-09,ps_msn_38653,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plans,181.00,8,18.38
2016-07-09,ps_ggl_41998,B2C_NB_UTMA_Standard,UTMA Phrase,utma,163.00,8,9.80
2016-07-09,ps_ggl_41299,B2C_NB_Income Funds_Standard,Income Fund Phrase,income funds,241.00,9,39.00
2016-07-09,ps_ggl_41252,B2C_NB_Income Funds_Standard,Income Fund Phrase,income fund,291.00,9,51.72
2016-07-09,ps_ggl_41058,B2C_NB_Retirement Plans_Standard,Retirement Plan Exact,retirement plans,77.00,9,70.95
2016-07-09,ps_msn_38705,B2C_NB_Retirement Plans_Standard,Best Retirement Plan Phrase,best retirement plans,349.00,9,24.65
2016-07-09,ps_msn_38654,B2C_NB_Retirement Plans_Standard,Retirement Investment Phrase,retirement investing,834.00,9,34.42
2016-07-09,ps_ggl_41140,B2C_NB_Simple IRA_Standard,Simple IRA Exact,simple ira,94.00,9,32.28
2016-07-09,ps_ggl_40948,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +x the growth fund of america,73.00,10,16.97
2016-07-09,ps_ggl_40813,B2C_NB_Active Advantage_Standard,Index Funds Phrase,index funds,659.00,10,70.33
2016-07-09,ps_msn_38675,B2C_NB_Retirement Plans_Standard,Retirement Funds Phrase,retirement funds,180.00,10,16.76
2016-07-09,ps_ggl_41773,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +x 401k retirement,49.00,11,7.25
2016-07-09,ps_msn_39027,B2C_NB_IRA_Standard,IRA Account Phrase,ira account,653.00,11,39.06
2016-07-09,ps_ggl_41151,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple ira,160.00,11,60.67
2016-07-09,ps_msn_54065,B2C_NB_Brexit_Standard,Brexit,brexit,266.00,12,19.10
2016-07-09,ps_msn_38923,B2C_NB_Growth Funds_Standard,Dividend Growth Fund Exact,dividend growth funds,80.00,12,19.99
2016-07-09,ps_ggl_42075,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement planning,717.00,12,45.99
2016-07-09,ps_ggl_41772,B2C_BR_College 529_Standard,Company X  529 Exact,company x 529,35.00,13,7.97
2016-07-09,ps_msn_50521,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+stocks +history,389.00,13,8.81
2016-07-09,ps_ggl_41149,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement plans,487.00,13,46.45
2016-07-09,ps_ggl_41144,B2C_NB_Simple IRA_Standard,Simple IRA Phrase,simple iras,423.00,13,58.11
2016-07-09,ps_ggl_41326,B2C_BR_Investment Company_Standard,Company X  Investment Company Broad Match Modify,+company +x investment company of america,84.00,15,30.74
2016-07-09,ps_ggl_41582,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Broad Match Modify,+company +x company mutual,90.00,15,5.11
2016-07-09,ps_ggl_41479,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Broad Match Modify,+company +x retirement,151.00,15,9.73
2016-07-09,ps_msn_38659,B2C_NB_Retirement Plans_Standard,Retirement Investment Phrase,retirement investments,305.00,15,22.62
2016-07-09,ps_msn_39104,B2C_NB_401K_Standard,401K Phrase,401k,1691.00,16,22.99
2016-07-09,ps_ggl_41575,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401,147.00,20,33.81
2016-07-09,ps_ggl_41133,B2C_BR_College 529_Standard,Company X  College 529 Broad Match Modify,+company +x college 529,44.00,22,15.56
2016-07-09,ps_ggl_40638,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Exact,company mutual fund,53.00,24,31.45
2016-07-09,ps_ggl_50909,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Broad Match Modify,+us +stocks +market,376.00,24,29.99
2016-07-09,ps_msn_38674,B2C_NB_Retirement Plans_Standard,Retirement Funds Phrase,retirement fund,610.00,24,47.22
2016-07-09,ps_msn_39103,B2C_NB_401K_Standard,401K Phrase,401 k,4665.00,38,83.11
2016-07-09,ps_msn_38645,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement plans,1769.00,38,69.68
2016-07-09,ps_ggl_40860,B2C_BR_401K_Standard,Company X  401K Exact,company x 401k,121.00,40,55.04
2016-07-09,ps_ggl_50808,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+stocks +history,671.00,44,37.26
2016-07-09,ps_ggl_41777,B2C_BR_Mutual Funds_Standard,Company X  Mutual Funds Broad Match Modify,+company +fund mutual fund,301.00,46,25.22
2016-07-09,ps_ggl_41138,B2C_NB_401K_Standard,401K Exact,401k,1643.00,48,283.82
2016-07-09,ps_msn_38539,B2C_NB_Equity Income Funds_Standard,Top Equity Income Fund Exact,top equity income funds,710.00,49,189.55
2016-07-09,ps_msn_38346,B2C_NB_Income Funds_Standard,Best Income Fund Phrase,best income funds,543.00,51,192.59
2016-07-09,ps_msn_50399,B2C_NB_Market Fluctuations_Strategies For Investing,Investment Strategy Broad Match Modify,+investing +strategies,397.00,53,97.09
2016-07-09,ps_ggl_40802,B2C_NB_401K_Standard,401K Phrase,401k,2240.00,57,153.56
2016-07-09,ps_ggl_54025,B2C_NB_Brexit_Standard,Brexit,brexit,4078.00,70,166.04
2016-07-09,ps_msn_38340,B2C_NB_Income Funds_Standard,Income Fund Phrase,income funds,1961.00,91,127.78
2016-07-09,ps_ggl_41146,B2C_BR_Retirement Plans_Standard,Company X  Retirement Plans Exact,company x retirement,301.00,107,156.60
2016-07-09,ps_msn_39098,B2C_NB_401K_Standard,401K Plan Phrase,401k plans,5012.00,112,477.62
2016-07-09,ps_msn_38644,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement planning,2943.00,113,403.74
2016-07-09,ps_msn_38640,B2C_NB_Retirement Plans_Standard,Retirement Plan Phrase,retirement plan,6182.00,129,241.99
2016-07-09,ps_msn_38666,B2C_NB_Retirement Plans_Standard,Retirement Income Phrase,retirement income,4730.00,151,651.29
2016-07-09,ps_msn_38626,B2C_NB_Retirement Plans_Standard,Retirement Saving Phrase,retirement savings,20766.00,291,766.46
2016-07-09,ps_msn_38158,B2C_BR_Brand Core_Standard,Company X  Exact,company funds,1577.00,370,53.13
2016-07-09,ps_ggl_40686,B2C_BR_Brand Core_Standard,Company X  Exact,company funds,4327.00,1212,517.59
2016-07-10,ps_ggl_41226,B2C_BR_401K_Standard,Company X  401K Retirement Exact,company x retirement 401k,1.00,1,0.62
2016-07-10,ps_ggl_41247,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401k,1.00,1,1.33
2016-07-10,ps_ggl_41248,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +fund retirement 401k,1.00,1,2.52
2016-07-10,ps_ggl_41778,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401 k,3.00,1,2.00
2016-07-10,ps_msn_38368,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,401k +company +funds,6.00,1,4.00
2016-07-10,ps_msn_38366,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,+company +x 401k,9.00,1,0.28
2016-07-10,ps_ggl_40969,B2C_BR_401K_Standard,Company X  401K Broad Match Modify,401k +company +funds,20.00,1,0.32
2016-07-10,ps_msn_38353,B2C_BR_401K_Standard,Company X  401K Retirement Broad Match Modify,+company +fund retirement 401k,23.00,1,0.19
2016-07-10,ps_ggl_40620,B2C_BR_AMCAP Funds_Standard,AMCAP Exact,amcap,44.00,1,1.34
2016-07-10,ps_msn_38523,B2C_BR_AMCAP Funds_Standard,AMCAP Exact,amcap,137.00,1,0.05
2016-07-10,ps_msn_39672,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x company balanced,2.00,1,0.05
2016-07-10,ps_msn_39673,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Broad Match Modify,+company +x company balanced fund,7.00,1,0.83
2016-07-10,ps_msn_39664,B2C_BR_Balanced Funds_Standard,Company X  Balanced Fund Exact,company balanced fund,8.00,1,1.40
2016-07-10,ps_ggl_40783,B2C_BR_Brand Core_Standard,Company X  Exact,company fnds,2.00,1,0.14
2016-07-10,ps_ggl_41066,B2C_BR_Capital World Funds_Standard,Company X  Equity World Funds Exact,company x Equity world growth and income,3.00,1,2.18
2016-07-10,ps_msn_39663,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,529 plan +company +funds,1.00,1,0.92
2016-07-10,ps_ggl_42071,B2C_BR_College 529_Standard,Company X  Virginia 529 Broad Match Modify,virginia 529 plan +company +funds,2.00,1,1.18
2016-07-10,ps_msn_39563,B2C_BR_College 529_Standard,College America 529 Exact,collegeamerica 529,3.00,1,0.64
2016-07-10,ps_msn_39627,B2C_BR_College 529_Standard,Company X  College Fund Broad Match Modify,+company +x college target date series,4.00,1,0.82
2016-07-10,ps_msn_39656,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +x 529,4.00,1,0.99
2016-07-10,ps_ggl_41116,B2C_BR_College 529_Standard,Company X  529 Broad Match Modify,+company +x 529 plans,11.00,1,1.49
2016-07-10,ps_msn_49149,B2C_BR_College 529_Standard,College America 529 Broad Match Modify,+collegeamerica 529 savings plan,13.00,1,1.50
2016-07-10,ps_msn_38607,B2C_BR_Euro Pacific Funds_Standard,Euro Pacific Funds Exact,europacific growth fund,4.00,1,0.53
2016-07-10,ps_msn_38615,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Broad Match Modify,+company +x europacific,7.00,1,0.27
2016-07-10,ps_ggl_41409,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific growth,9.00,1,0.97
2016-07-10,ps_ggl_40698,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Broad Match Modify,+company +x europacific,10.00,1,0.90
2016-07-10,ps_ggl_46671,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Broad Match Modify,+company +x europacific growth P4,10.00,1,0.21
2016-07-10,ps_ggl_41060,B2C_BR_Euro Pacific Funds_Standard,Company X  Euro Pacific Funds Exact,company x europacific,11.00,1,1.14
2016-07-10,ps_msn_38605,B2C_BR_Fundamental Investor_Standard,Company X  Fundamental Investor Broad Match Modify,+company +x fundamental investor,2.00,1,0.20
2016-07-10,ps_msn_38431,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Exact,company x growth and income,1.00,1,2.63
2016-07-10,ps_msn_38439,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth income,5.00,1,1.87
2016-07-10,ps_ggl_41506,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Exact,company x growth and income,5.00,1,4.15
2016-07-10,ps_ggl_41254,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +fund growth and income,11.00,1,0.73
2016-07-10,ps_ggl_42160,B2C_BR_Growth & Income Funds_Standard,Company X  Growth and Income Broad Match Modify,+company +x growth-income fund,24.00,1,2.13
2016-07-10,ps_msn_38980,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,company x growth fund of america,2.00,1,0.97
2016-07-10,ps_msn_38977,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Exact,company x growth,3.00,1,0.63
2016-07-10,ps_msn_38986,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +x growth fund,38.00,1,2.03
2016-07-10,ps_ggl_41994,B2C_BR_Growth Funds_Standard,Company X  Growth Funds Broad Match Modify,+company +fund growth fund,49.00,1,0.62
2016-07-10,ps_msn_38530,B2C_BR_International Funds_Standard,Company X  International Funds Broad Match Modify,+company +x international growth and income,2.00,1,2.61
2016-07-10,ps_msn_39156,B2C_BR_Investment Company_Standard,Company X  Investment Company Exact,company x investment company of america,16.00,1,0.39
2016-07-10,ps_msn_38770,B2C_BR_IRA_Standard,Company X  IRA Broad Match Modify,+company +fund ira,15.00,1,2.11
2016-07-10,ps_ggl_41460,B2C_BR_New Economy_Standard,Company X  New Economy Exact,the new economy fund,2.00,1,0.18
2016-07-10,ps_msn_38392,B2C_BR_New World Funds_Standard,New World Funds Exact,new world fund,1.00,1,0.05
2016-07-10,ps_msn_38410,B2C_BR_New World Funds_Standard,Company X  New World Funds Broad Match Modify,new world +company +funds,5.00,1,2.98
2016-07-10,ps_ggl_41762,B2C_BR_New World Funds_Standard,New World Funds Exact,new world fund,9.00,1,0.01
2016-07-10,ps_ggl_40736,B2C_BR_Taxable Bond Funds_Standard,Company X  High Income Trust Exact,company high income trust,1.00,1,0.24
2016-07-10,ps_ggl_41755,B2C_BR_Taxable Bond Funds_Standard,Company X  Intermediate Bond Fund Exact,company x intermediate bond fund,1.00,1,1.63
2016-07-10,ps_ggl_41983,B2C_BR_Taxable Bond Funds_Standard,Company X  Intermediate Bond Fund Exact,company x intermediate bond fund of america,1.00,1,0.22
2016-07-10,ps_ggl_40960,B2C_BR_Taxable Bond Funds_Standard,Company X  Short Term Bond Fund Broad Match Modify,+company +x short term bond fund,4.00,1,1.23
2016-07-10,ps_msn_38833,B2C_BR_Washington Mutual Funds_Standard,Company X  Washington Mutual Investor Funds Exact,washington mutual investors fund,3.00,1,0.50
2016-07-10,ps_ggl_41230,B2C_NB_401K_Standard,401K Retirement Plan Exact,401 k retirement plans,10.00,1,6.48
2016-07-10,ps_msn_39085,B2C_NB_401K_Standard,401K Retirement Plan Exact,401 k retirement plan,10.00,1,2.26
2016-07-10,ps_msn_39089,B2C_NB_401K_Standard,401K Retirement Plan Exact,401k retirement plan,40.00,1,4.21
2016-07-10,ps_msn_39109,B2C_NB_401K_Standard,401K Exact,401k,583.00,1,0.69
2016-07-10,ps_ggl_40998,B2C_NB_403B_Standard,403B Retirement Plan Exact,403 b retirement plans,6.00,1,3.23
2016-07-10,ps_msn_38796,B2C_NB_403B_Standard,403B Plan Phrase,403 b plans,16.00,1,5.31
2016-07-10,ps_ggl_40745,B2C_NB_Active Advantage_Standard,Market Average Phrase,market averages,20.00,1,11.38
2016-07-10,ps_ggl_41938,B2C_NB_Balanced Funds_Standard,Balanced Mutual Funds Phrase,balanced mutual fund,16.00,1,1.33
2016-07-10,ps_ggl_54012,B2C_NB_Brexit_Standard,UK,UK referendum,29.00,1,1.58
2016-07-10,ps_msn_54068,B2C_NB_Brexit_Standard,Brexit BMM,brexit +referendum,40.00,1,1.26
2016-07-10,ps_ggl_53995,B2C_NB_Brexit_Standard,Brexit,brexit referendum,58.00,1,1.30
2016-07-10,ps_ggl_53994,B2C_NB_Brexit_Standard,Brexit BMM,brexit +UK,67.00,1,1.32
2016-07-10,ps_ggl_51362,B2C_NB_China Economy_Standard,China Central Bank Exact,china central bank,3.00,1,2.22
2016-07-10,ps_msn_51610,B2C_NB_China Economy_Standard,China Growth Broad Match Modify,+china +economic +growth,3.00,1,0.23
2016-07-10,ps_ggl_51466,B2C_NB_China Economy_Standard,China GDP Broad Match Modify,+chinese +gdp +growth +rate,4.00,1,3.28
2016-07-10,ps_msn_51580,B2C_NB_China Economy_Standard,China Interest Rates Broad Match Modify,+china +interest +rates,7.00,1,0.84
2016-07-10,ps_ggl_51397,B2C_NB_China Economy_Standard,China Devaluation Broad Match Modify,+china +currency +devaluation,20.00,1,0.88
2016-07-10,ps_msn_51644,B2C_NB_China Economy_Standard,China Economy Broad Match Modify,+china +economy,98.00,1,0.31
2016-07-10,ps_ggl_51452,B2C_NB_China Economy_Standard,China Central Bank Broad Match Modify,+chinese +central +bank,153.00,1,0.87
2016-07-10,ps_msn_39521,B2C_NB_College 529_Standard,College 529 Phrase,college fund 529,1.00,1,1.73
2016-07-10,ps_msn_39444,B2C_NB_College 529_Standard,Virginia 529 Exact,va college savings plan,1.00,1,2.69
2016-07-10,ps_msn_39560,B2C_NB_College 529_Standard,California 529 Exact,California 529 plan,2.00,1,3.10
2016-07-10,ps_msn_39485,B2C_NB_College 529_Standard,Illinois 529 Phrase,illinois 529,3.00,1,2.60
2016-07-10,ps_msn_39523,B2C_NB_College 529_Standard,College 529 Exact,529 college fund,3.00,1,5.11
2016-07-10,ps_ggl_41375,B2C_NB_College 529_Standard,Michigan 529 Exact,michigan 529,3.00,1,2.35
2016-07-10,ps_msn_39443,B2C_NB_College 529_Standard,Virginia 529 Exact,va 529 plan,4.00,1,1.87
2016-07-10,ps_msn_39516,B2C_NB_College 529_Standard,College 529 Phrase,529 college fund,6.00,1,5.77
2016-07-10,ps_msn_39525,B2C_NB_College 529_Standard,College 529 Exact,college 529,7.00,1,2.88
2016-07-10,ps_msn_39554,B2C_NB_College 529_Standard,California 529 Phrase,529 California,9.00,1,2.98
2016-07-10,ps_ggl_41927,B2C_NB_College 529_Standard,Virginia 529 Exact,va 529,21.00,1,1.03
2016-07-10,ps_ggl_41284,B2C_NB_College 529_Standard,Virginia 529 Exact,virginia 529,62.00,1,0.83
2016-07-10,ps_msn_38814,B2C_NB_Coverdell_Standard,Coverdell Phrase,coverdell esa,2.00,1,1.31
2016-07-10,ps_ggl_40730,B2C_NB_Coverdell_Standard,Coverdell Account Exact,coverdell account,8.00,1,1.08
2016-07-10,ps_ggl_40587,B2C_NB_Equity Income Funds_Standard,Equity Income Fund Exact,equity income funds,7.00,1,3.56
2016-07-10,ps_msn_38745,B2C_NB_Growth & Income Funds_Standard,Growth and Income Fund Phrase,growth and income funds,2.00,1,4.14
2016-07-10,ps_msn_38753,B2C_NB_Growth & Income Funds_Standard,Growth and Income Fund Exact,growth income funds,3.00,1,1.46
2016-07-10,ps_msn_38757,B2C_NB_Growth & Income Funds_Standard,Best Growth and Income Fund Exact,best growth and income fund,5.00,1,1.72
2016-07-10,ps_ggl_41436,B2C_NB_Growth & Income Funds_Standard,Growth and Income Fund Phrase,growth and income funds,45.00,1,4.19
2016-07-10,ps_msn_38932,B2C_NB_Growth Funds_Standard,Best Mutual Growth Fund Exact,best growth mutual funds,5.00,1,7.77
2016-07-10,ps_ggl_41200,B2C_NB_Growth Funds_Standard,Best Mutual Growth Fund Exact,best growth mutual funds,6.00,1,3.84
2016-07-10,ps_msn_38892,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,growth stock mutual fund,7.00,1,4.33
2016-07-10,ps_msn_38921,B2C_NB_Growth Funds_Standard,Dividend Growth Fund Phrase,dividend growth funds,8.00,1,0.88
2016-07-10,ps_msn_38890,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,growth mutual fund,10.00,1,7.91
2016-07-10,ps_ggl_40972,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,growth mutual fund,14.00,1,3.69
2016-07-10,ps_msn_38913,B2C_NB_Growth Funds_Standard,Growth Fund Phrase,growth funds,26.00,1,1.52
2016-07-10,ps_ggl_41069,B2C_NB_Growth Funds_Standard,Mutual Growth Fund Phrase,growth stock mutual fund,35.00,1,8.58
2016-07-10,ps_msn_38344,B2C_NB_Income Funds_Standard,Income Fund Exact,income funds,106.00,1,6.85
2016-07-10,ps_ggl_41221,B2C_NB_IRA_Standard,IRA Retirement Plan Exact,ira retirement plan,3.00,1,6.15
2016-07-10,ps_msn_39016,B2C_NB_IRA_Standard,IRA Retirement Plan Exact,ira retirement plans,4.00,1,0.79
2016-07-10,ps_ggl_41289,B2C_NB_IRA_Standard,IRA Plan Exact,ira plans,5.00,1,4.49
2016-07-10,ps_msn_50582,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Turmoil Broad Match Modify,+economic +turmoil,1.00,1,0.35
2016-07-10,ps_ggl_50929,B2C_NB_Market Fluctuations_Four Principles,Investment Principles Exact,principles of investment,4.00,1,1.94
2016-07-10,ps_ggl_50859,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Lows Broad Match Modify,+market +lows,11.00,1,0.95
2016-07-10,ps_ggl_50894,B2C_NB_Market Fluctuations_Four Principles,Investment Principles Broad Match Modify,+investment +principles,38.00,1,1.34
2016-07-10,ps_ggl_50714,B2C_NB_Market Fluctuations_Four Principles,Investment Environment Broad Match Modify,+investment +environment,47.00,1,2.92
2016-07-10,ps_ggl_50907,B2C_NB_Market Fluctuations_Four Principles,Market/Economic Cycles Broad Match Modify,+market +cycles,111.00,1,1.18
2016-07-10,ps_ggl_50778,B2C_NB_Market Fluctuations_Investors Prevail,Active Investment Strategy Broad Match Modify,+active +investment +strategies,3.00,1,3.16
2016-07-10,ps_ggl_50663,B2C_NB_Market Fluctuations_Nearing Retirement,Portfolio Rebalancing Broad Match Modify,+rebalancing +portfolio,18.00,1,1.99
2016-07-10,ps_ggl_50664,B2C_NB_Market Fluctuations_Nearing Retirement,Investing For Retirement Broad Match Modify,+best +retirement +investments,29.00,1,5.40
2016-07-10,ps_ggl_50656,B2C_NB_Market Fluctuations_Nearing Retirement,Portfolio Rebalancing Broad Match Modify,+portfolio +rebalancing,34.00,1,3.59
2016-07-10,ps_ggl_50867,B2C_NB_Market Fluctuations_Nearing Retirement,Retirement Income Investments Broad Match Modify,+retirement +investment +income,36.00,1,4.92
2016-07-10,ps_ggl_50653,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+us +stock +market +history,1.00,1,1.18
2016-07-10,ps_ggl_50765,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Exact,stock market history graph,5.00,1,0.59
2016-07-10,ps_msn_50501,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Broad Match Modify,+stock +market +performance +by +year,5.00,1,1.02
2016-07-10,ps_ggl_50814,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Broad Match Modify,+historic +stock +market +returns,14.00,1,0.60
2016-07-10,ps_ggl_50734,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market History Exact,stocks history,18.00,1,0.94
2016-07-10,ps_ggl_50888,B2C_NB_Market Fluctuations_Past Market Declines,US Stock Market Broad Match Modify,+us +shares +market,59.00,1,0.41
2016-07-10,ps_msn_50502,B2C_NB_Market Fluctuations_Past Market Declines,Stock Market Performance Broad Match Modify,+stock +market +stock +market,220.00,1,0.85
2016-07-10,ps_ggl_50855,B2C_NB_Market Fluctuations_Proper Perspective,Perspective Exact,investment perspective,1.00,1,2.33
2016-07-10,ps_msn_50467,B2C_NB_Market Fluctuations_Proper Perspective,Perspective Broad Match Modify,+financial +perspective,5.00,1,1.32
2016-07-10,ps_msn_50482,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investing +returns,7.00,1,1.73
2016-07-10,ps_ggl_50719,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+investing +returns,225.00,1,1.62
2016-07-10,ps_ggl_50841,B2C_NB_Market Fluctuations_Proper Perspective,Investment Returns Broad Match Modify,+return +investment,282.00,1,2.39
2016-07-10,ps_ggl_50871,B2C_NB_Market Fluctuations_Staying The Course,Downturns Broad Match Modify,+economic +downturn,18.00,1,0.30
2016-07-10,ps_ggl_50827,B2C_NB_Market Fluctuations_Staying The Course,Long Term Investment Broad Match Modify,+long +term +investments,65.00,1,1.99
2016-07-10,ps_ggl_50761,B2C_NB_Market Fluctuations_Strategies For Investing,Money Market Investments Exact,money market investing,2.00,1,4.68
2016-07-10,ps_msn_50401,B2C_NB_Market Fluctuations_Strategies For Investing,Investment Strategy Broad Match Modify,+investments +strategies,9.00,1,0.28
2016-07-10,ps_ggl_50649,B2C_NB_Market Fluctuations_Strategies For Investing,Diversified Investment Portfolio Broad Match Modify,+diversified +portfolio,12.00,1,1.57
2016-07-10,ps_ggl_50801,B2C_NB_Market Fluctuations_Strategies For Investing,Money Market Investments Broad Match Modify,+money +market +investments,23.00,1,1.94
2016-07-10,ps_ggl_50824,B2C_NB_Market Fluctuations_Strategies For Investing,Investing In Stocks Broad Match Modify,+investing +in +shares,28.00,1,1.79
2016-07-10,ps_msn_50377,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Exact,timing the market,4.00,1,0.05
2016-07-10,ps_ggl_50820,B2C_NB_Market Fluctuations_Timing The Market,Market Timing Exact,market timing,19.00,1,2.04
2016-07-10,ps_ggl_50667,B2C_NB_Market Fluctuations_Timing The Market,Stock Market Timing Broad Match Modify,+stock +timing,21.00,1,1.88
2016-07-10,ps_ggl_46007,B2C_NB_Market Volatility Standard,Market Fluctuations Broad Match Modify,+stock +market +fluctuations,4.00,1,3.27
2016-07-10,ps_ggl_45866,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +trends,10.00,1,2.96
2016-07-10,ps_ggl_45995,B2C_NB_Market Volatility Standard,Stock Market Broad Match Modify,+stock +market +forecast,59.00,1,3.41
2016-07-10,ps_msn_38680,B2C_NB_Retirement Plans_Standard,Qualified Retirement Plan Phrase,qualified retirement plans,4.00,1,1.60
2016-07-10,ps_msn_38673,B2C_NB_Retirement Plans_Standard,Retirement Income Exact,retirement income plans,5.00,1,4.20
2016-07-10,ps_ggl_41473,B2C_NB_Retirement Plans_Standard,Retirement Portfolio Phrase,retirement portfolio,8.00,1,0.60
2016-07-10,ps_msn_38665,B2C_NB_Retirement Plans_Standard,Retirement Investment Exact,retirement investments,9.00,1,4.85
2016-07-10,ps_ggl_41357,B2C_NB_Retirement Plans_Standard,Retirement Funds Exact,retirement fund,10.00,1,1.44
2016-07-10,ps_msn_38632,B2C_NB_Retirement Plans_Standard,Retirement Saving Exact,retirement savings plan,13.00,1,4.27
2016-07-10,ps_msn_38623,B2C_NB_Retirement Plans_Standard,Top Retirement Plans Exact,top retirement plans,17.00,1,1.74
