date,tracking_code,campaign,placement,creative,site(DCM),impression,clicks, cost 
11/10/2016,DS_9291572_1852303_126150852_299137093_68269976,B2C_Investor_ 2016CY,Investor_Premium ROS_300x250,Investor_Tenure John_300x250,Investopedia,23,0,0.32
11/10/2016,DS_9291572_1852303_126154340_299477034_69126118,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_160x600,Investor_Tenure Noriko 2.29_160x600,Investopedia,23,0,0.41
11/10/2016,DS_9291572_1852303_126154340_299477034_69124810,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,23,0,0.41
11/10/2016,DS_9291572_1312649_126155477_304394468_69129057,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_160x600,Investor_Results Stat 2 2.29_160x600,coreaudience.com,23,0,0.2
11/10/2016,DS_9291572_1312649_126155464_304382585_69227172,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_300x600,Investor_Tenure Noriko 2.29_300x600,coreaudience.com,22,0,0.19
11/10/2016,DS_9291572_1312649_126155464_304387226_68165100,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_LowFees_160x600,coreaudience.com,22,0,0.19
11/10/2016,DS_9291572_1852303_126154345_299137093_69129019,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_300x250,Investor_Tenure Noriko 2.29_300x250,Investopedia,22,0,0.4
11/10/2016,DS_9291572_1852303_126154388_299137093_68161982,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_LowFees_300x250,Investopedia,22,0,0.55
11/10/2016,DS_9291572_1852303_126150813_299477034_69124810,B2C_Investor_ 2016CY,Added Value - Multi-Unit_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,22,0,0
11/10/2016,DS_9291572_1852303_126154315_299137093_69126123,B2C_Investor_ 2016CY,Investor_Retirement Channel & 401K_300x250,Investor_Tenure Martin 2.29_300x250,Investopedia,22,0,0.4
11/10/2016,DS_9291572_1312649_126155464_299137445_69150472,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_300x250,Investor_Tenure Martin Static 2.29_300x250,coreaudience.com,21,0,0.18
11/10/2016,DS_9291572_1852303_126150847_299477034_68269471,B2C_Investor_ 2016CY,Investor_Mutual Funds Channel_160x600,Investor_Tenure John_160x600,Investopedia,21,0,0.44
11/10/2016,DS_9291572_1312649_126155464_304387226_70328460,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_Global Research v.2_160x600,coreaudience.com,21,0,0.18
11/10/2016,DS_9293604_1553938_127076716_299482696_65679133,American Funds_ B2B_FI_2016CY,Advisor_TDF Microsite_300x250,FI_TDF_SLR2 AF_300x250,Financial Planning,21,0,0
11/10/2016,DS_9291572_1852303_126154345_299477034_69124810,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,21,0,0.38
11/10/2016,DS_9291572_1852303_126150813_299477034_68269471,B2C_Investor_ 2016CY,Added Value - Multi-Unit_160x600,Investor_Tenure John_160x600,Investopedia,20,0,0
11/10/2016,DS_9291572_1312649_126155477_304384739_69227172,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_300x600,Investor_Tenure Noriko 2.29_300x600,coreaudience.com,20,0,0.17
11/10/2016,DS_9291572_1312649_126155477_304384739_69127088,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_300x600,Investor_Tenure Martin 2.29_300x600,coreaudience.com,20,0,0.17
11/10/2016,DS_9291572_1852303_126150852_299477034_69126118,B2C_Investor_ 2016CY,Investor_Premium ROS_160x600,Investor_Tenure Noriko 2.29_160x600,Investopedia,20,0,0.28
11/10/2016,DS_9291572_1852303_126154345_299477034_68269471,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_160x600,Investor_Tenure John_160x600,Investopedia,20,0,0.36
11/10/2016,DS_9291572_1312649_126155464_303358453_68165123,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_System_160x600,coreaudience.com,20,0,0.17
11/10/2016,DS_9291572_1852303_126150852_299137093_69126123,B2C_Investor_ 2016CY,Investor_Premium ROS_300x250,Investor_Tenure Martin 2.29_300x250,Investopedia,20,0,0.28
11/10/2016,DS_9291572_1852303_126154388_299137093_69129058,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_Results Stat 2 2.29_300x250,Investopedia,20,0,0.5
11/10/2016,DS_9291572_953793_126284460_299137099_69129227,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_728x90_Temp,Investor_Tenure Martin 2.29_728x90,CNNMoney.com,19,0,0.34
11/10/2016,DS_9291572_1852303_126154340_299137093_69129019,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_300x250,Investor_Tenure Noriko 2.29_300x250,Investopedia,19,0,0.34
11/10/2016,DS_9291572_1852303_126150852_299477034_68269471,B2C_Investor_ 2016CY,Investor_Premium ROS_160x600,Investor_Tenure John_160x600,Investopedia,19,0,0.27
11/10/2016,DS_9291572_1312649_126155464_303358453_69129057,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_Results Stat 2 2.29_160x600,coreaudience.com,19,0,0.16
11/10/2016,DS_9291572_1852303_126150847_299477034_69124810,B2C_Investor_ 2016CY,Investor_Mutual Funds Channel_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,19,0,0.4
11/10/2016,DS_9291572_1852303_126150852_299477034_69124810,B2C_Investor_ 2016CY,Investor_Premium ROS_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,18,0,0.25
11/10/2016,DS_9291572_1852303_126154340_299477034_68269471,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_160x600,Investor_Tenure John_160x600,Investopedia,18,0,0.32
11/10/2016,DS_9291572_1312649_126155464_304387226_68165123,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_System_160x600,coreaudience.com,18,0,0.15
11/10/2016,DS_9291572_1852303_126154315_299477034_69124810,B2C_Investor_ 2016CY,Investor_Retirement Channel & 401K _160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,17,0,0.31
11/10/2016,DS_9291572_1852303_126154388_299137093_70340428,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_Global Research v.2_300x250,Investopedia,17,0,0.43
11/10/2016,DS_9291572_1852303_126154388_299477034_68165123,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_System_160x600,Investopedia,17,0,0.43
11/10/2016,DS_9291572_1852303_126150807_299137099_68165803,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_System_728x90,Investopedia,17,1,0.32
11/10/2016,DS_9291572_1526601_126150895_299137099_69123842,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_Results Stat 2 2.29_728x90,Bloomberg,17,0,0
11/10/2016,DS_9291572_1312649_126155464_303358453_70328460,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_Global Research v.2_160x600,coreaudience.com,17,0,0.14
11/10/2016,DS_9291572_1852303_126150813_299477034_69126118,B2C_Investor_ 2016CY,Added Value - Multi-Unit_160x600,Investor_Tenure Noriko 2.29_160x600,Investopedia,17,0,0
11/10/2016,DS_9291572_1852303_126154388_299137093_68165124,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_System_300x250,Investopedia,17,0,0.43
11/10/2016,DS_9291572_1852303_126154388_299477034_70328460,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_Global Research v.2_160x600,Investopedia,16,0,0.4
11/10/2016,DS_9291572_1852303_126154315_299477034_68269471,B2C_Investor_ 2016CY,Investor_Retirement Channel & 401K _160x600,Investor_Tenure John_160x600,Investopedia,16,0,0.29
11/10/2016,DS_9291572_1852303_126154388_299477034_69129057,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_Results Stat 2 2.29_160x600,Investopedia,15,0,0.38
11/10/2016,DS_9291572_702495_126155424_299137099_68165803,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_System_728x90,kiplinger.com,15,0,0.45
11/10/2016,DS_9291572_1852303_126154345_299137093_69126123,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_300x250,Investor_Tenure Martin 2.29_300x250,Investopedia,15,0,0.27
11/10/2016,DS_9291572_1852303_126154345_299137093_68269976,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_300x250,Investor_Tenure John_300x250,Investopedia,15,0,0.27
11/10/2016,DS_9291572_1852303_126154345_299477034_69126118,B2C_Investor_ 2016CY,Investor_Investing & Markets Channels_160x600,Investor_Tenure Noriko 2.29_160x600,Investopedia,15,0,0.27
11/10/2016,DS_9291572_1852303_126150807_299137099_70324694,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_Global Research v.2_728x90,Investopedia,14,0,0.27
11/10/2016,DS_9291572_1852303_126154388_299137093_69129019,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_Tenure Noriko 2.29_300x250,Investopedia,14,0,0.35
11/10/2016,DS_9291572_1312649_126155464_303358453_68165100,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_LowFees_160x600,coreaudience.com,13,0,0.11
11/10/2016,DS_9291572_1852303_126150807_299137099_69123842,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_Results Stat 2 2.29_728x90,Investopedia,13,0,0.25
11/10/2016,DS_9291572_702495_126155424_299137093_69129058,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_Results Stat 2 2.29_300x250,kiplinger.com,13,0,0.39
11/10/2016,DS_9291572_953793_126284460_299137099_68273537,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_728x90_Temp,Investor_Tenure John_728x90,CNNMoney.com,12,0,0.22
11/10/2016,DS_9291572_1312649_126155464_303358453_69126118,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_160x600,Investor_Tenure Noriko 2.29_160x600,coreaudience.com,12,0,0.1
11/10/2016,DS_9291572_1526601_126150895_299137099_68162955,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_LowFees_728x90,Bloomberg,12,0,0
11/10/2016,DS_9291572_1312649_126155477_304394468_68269471,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_160x600,Investor_Tenure John_160x600,coreaudience.com,12,0,0.1
11/10/2016,DS_9291572_1312649_126155464_304387226_69129057,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_Results Stat 2 2.29_160x600,coreaudience.com,12,0,0.1
11/10/2016,DS_9293604_1553938_127076716_299482696_65225381,American Funds_ B2B_FI_2016CY,Advisor_TDF Microsite_300x250,FI_TDF_Lipper AF_300x250,Financial Planning,12,0,0
11/10/2016,DS_9291572_1312649_126155464_303358453_68269471,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_160x600,Investor_Tenure John_160x600,coreaudience.com,12,0,0.1
11/10/2016,DS_9291572_953793_126284460_299137099_69123816,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_728x90_Temp,Investor_Tenure Noriko  2.29_728x90,CNNMoney.com,11,0,0.2
11/10/2016,DS_9291572_702495_126155424_299137093_68165124,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_System_300x250,kiplinger.com,11,0,0.33
11/10/2016,DS_9291572_1526601_126150895_299137099_70324694,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_Global Research v.2_728x90,Bloomberg,11,0,0
11/10/2016,DS_9291572_1852303_126154388_299477034_68165100,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_LowFees_160x600,Investopedia,11,0,0.28
11/10/2016,DS_9291572_1312649_126155477_304384739_68268782,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_300x600,Investor_Tenure John_300x600,coreaudience.com,11,0,0.09
11/10/2016,DS_9291572_1852303_126154388_299137093_68269976,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_Tenure John_300x250,Investopedia,11,0,0.28
11/10/2016,DS_9291572_702495_126155424_299137099_69123842,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_Results Stat 2 2.29_728x90,kiplinger.com,10,0,0.3
11/10/2016,DS_9291572_1526601_126150895_299137099_68165803,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_System_728x90,Bloomberg,10,0,0
11/10/2016,DS_9291572_702495_126155424_299137099_68162955,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_LowFees_728x90,kiplinger.com,10,0,0.3
11/10/2016,DS_9291572_953793_126284460_299137473_68268782,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x600,Investor_Tenure John_300x600,CNNMoney.com,10,0,0.18
11/10/2016,DS_9291572_702495_126155424_299137099_68273537,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_Tenure John_728x90,kiplinger.com,10,0,0.3
11/10/2016,DS_9291572_702495_126155424_299137099_70324694,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_Global Research v.2_728x90,kiplinger.com,10,0,0.3
11/10/2016,DS_9291572_1312649_126155464_303358453_69124810,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Sports_160x600,Investor_Tenure Martin 2.29_160x600,coreaudience.com,9,0,0.08
11/10/2016,DS_9291572_1312649_126155477_304394468_69126118,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_160x600,Investor_Tenure Noriko 2.29_160x600,coreaudience.com,9,0,0.08
11/10/2016,DS_9291572_1312649_126155477_304394468_69124810,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Native Retargeting_160x600,Investor_Tenure Martin 2.29_160x600,coreaudience.com,9,0,0.08
11/10/2016,DS_9291572_1852303_126150807_299137099_68162955,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_LowFees_728x90,Investopedia,9,0,0.17
11/10/2016,DS_9291572_953793_126284460_299137473_69227172,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x600,Investor_Tenure Noriko 2.29_300x600,CNNMoney.com,9,0,0.16
11/10/2016,DS_9291572_1526601_126150895_299137099_69129227,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_Tenure Martin 2.29_728x90,Bloomberg,8,0,0
11/10/2016,DS_9291572_1526601_126150895_299137099_69123816,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_Tenure Noriko  2.29_728x90,Bloomberg,8,0,0
11/10/2016,DS_9291572_1852303_126154388_299137093_69126123,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_300x250,Investor_Tenure Martin 2.29_300x250,Investopedia,7,0,0.18
11/10/2016,DS_9291572_702495_126155424_299137093_68161982,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_LowFees_300x250,kiplinger.com,7,0,0.21
11/10/2016,DS_9291572_953793_126284460_299137473_69127088,B2C_Investor_ 2016CY,Investor_CNN & CNNMoney_Audience Targeting: Networth >$500k_300x600,Investor_Tenure Martin 2.29_300x600,CNNMoney.com,7,0,0.13
11/10/2016,DS_9291572_702495_126155424_299137093_68269976,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_Tenure John_300x250,kiplinger.com,7,0,0.21
11/10/2016,DS_9291572_1526601_126150895_299137099_68273537,B2C_Investor_ 2016CY,Investor_B:POP Editorial Article Banners_728x90_AV,Investor_Tenure John_728x90,Bloomberg,6,0,0
11/10/2016,DS_9291572_1852303_126150807_299137099_68273537,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_Tenure John_728x90,Investopedia,6,0,0.11
11/10/2016,DS_8465740_1855905_114763055_288719845_64961316,American Funds B2C Investor 2015,Investor_Run of CNBC Added Value_728x90,AF_TextOnly Lipper_728x90_HTML5,CNBC,6,0,0
11/10/2016,DS_9291572_702495_126155424_299137093_70340428,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_Global Research v.2_300x250,kiplinger.com,6,0,0.18
11/10/2016,DS_9291572_702495_126155424_299137093_69129019,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_Tenure Noriko 2.29_300x250,kiplinger.com,6,0,0.18
11/10/2016,DS_9291572_1312649_126155464_304387226_68269471,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_Tenure John_160x600,coreaudience.com,6,0,0.05
11/10/2016,DS_9291572_1852303_126154388_299477034_69124810,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_Tenure Martin 2.29_160x600,Investopedia,6,0,0.15
11/10/2016,DS_9291572_1852303_126154388_299477034_69126118,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_Tenure Noriko 2.29_160x600,Investopedia,6,0,0.15
11/10/2016,DS_9291572_1312649_126155464_303358453_68269471,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_Tenure John_160x600,coreaudience.com,6,0,0.05
11/10/2016,DS_9291572_1312649_126155464_304387226_69126118,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_Tenure Noriko 2.29_160x600,coreaudience.com,5,0,0.04
11/10/2016,DS_9291572_1312649_126155464_304387226_69124810,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Native Retargeting_160x600,Investor_Tenure Martin 2.29_160x600,coreaudience.com,5,0,0.04
11/10/2016,DS_9291572_1852303_126150807_299137099_69129227,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_Tenure Martin 2.29_728x90,Investopedia,5,0,0.1
11/10/2016,DS_9291572_702495_126155424_299137099_69129227,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_Tenure Martin 2.29_728x90,kiplinger.com,5,0,0.15
11/10/2016,DS_9291572_1852303_126154388_299477034_68269471,B2C_Investor_ 2016CY,Investor_Wealth Management Channel_160x600,Investor_Tenure John_160x600,Investopedia,4,0,0.1
11/10/2016,DS_9291572_702495_126155438_299137446_69289052,B2C_Investor_ 2016CY,Investor_Mutual Funds Topic_728x90,Investor_Tenure Martin Static 2.29_728x90,kiplinger.com,4,0,0.05
11/10/2016,DS_9291572_1526601_126150824_299137445_69150472,B2C_Investor_ 2016CY,Investor_B:POP Editorial Story Unit Popular in Finance_300x250 (inside the 300x600),Investor_Tenure Martin Static 2.29_300x250,Bloomberg,4,0,0
11/10/2016,DS_9291572_1852303_126150807_299137099_69123816,B2C_Investor_ 2016CY,Investor_Premium ROS - Tablet Multi-Unit_728x90,Investor_Tenure Noriko  2.29_728x90,Investopedia,4,0,0.08
11/10/2016,DS_9291572_1312649_126155464_303358453_69124810,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_Tenure Martin 2.29_160x600,coreaudience.com,3,0,0.03
11/10/2016,DS_9291572_1312649_126155464_303358453_69126118,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Affluent Investor_Life Style_160x600,Investor_Tenure Noriko 2.29_160x600,coreaudience.com,3,0,0.03
11/10/2016,DS_9291572_1852303_126150856_299137447_69289648,B2C_Investor_ 2016CY,Investor_Premium ROS_300x600,Investor_Tenure Martin Static 2.29_300x600,Investopedia,2,0,0.05
11/10/2016,DS_9291572_1320102_126155026_299137446_69289052,B2C_Investor_ 2016CY,Investor_High Net Worth Content Rotations_Desktop_728x90,Investor_Tenure Martin Static 2.29_728x90,Washington Post Digital,2,0,0.02
11/10/2016,DS_8465740_1855905_114763055_288719845_64961745,American Funds B2C Investor 2015,Investor_Run of CNBC Added Value_728x90,AF_tenure_728x90_HTML5,CNBC,2,0,0
11/10/2016,DS_9291572_1852303_126150813_299137445_69150472,B2C_Investor_ 2016CY,Added Value - Multi-Unit_300x250,Investor_Tenure Martin Static 2.29_300x250,Investopedia,1,0,0
11/10/2016,DS_9291572_1852303_126150813_299137446_69289052,B2C_Investor_ 2016CY,Added Value - Multi-Unit_728x90,Investor_Tenure Martin Static 2.29_728x90,Investopedia,1,0,0
11/10/2016,DS_9291572_702495_126155424_299137093_69126123,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_300x250,Investor_Tenure Martin 2.29_300x250,kiplinger.com,1,0,0.03
11/10/2016,DS_9293604_1853903_126208607_299488800_64958801,American Funds_ B2B_FI_2016CY,Advisor_Y! Finance_Investments_US_728x90,FI_ActiveAdv_ExpectMoreA_728x90,Yahoo! Finance,1,0,0
11/10/2016,DS_9291572_1852306_126154399_299137446_69289052,B2C_Investor_ 2016CY,Investor_Quotes Page_Desktop_728x90,Investor_Tenure Martin Static 2.29_728x90,The Street,1,0,0.01
11/10/2016,DS_9293604_1853903_126208607_299488800_64958320,American Funds_ B2B_FI_2016CY,Advisor_Y! Finance_Investments_US_728x90,FI_ActiveAdv_ExpectMoreB_728x90,Yahoo! Finance,1,0,0
11/10/2016,DS_9291572_702495_126155424_299137093_68165124,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Mobile_300x250,Investor_System_300x250,kiplinger.com,1,0,0.03
11/10/2016,DS_9291572_1852303_126154344_299137447_69289648,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_300x600,Investor_Tenure Martin Static 2.29_300x600,Investopedia,1,0,0.03
11/10/2016,DS_8910140_1559350_120715391_293569439_64320780,American Funds B2B FY16,2H2015_B2B_TDF_DC Digest Newsletter_Oct_300x250_1x1,TDF Tracking Creative,PIOnline,1,0,0
11/10/2016,DS_8910140_1559350_120715391_293569439_64320780,American Funds B2B FY16,2H2015_B2B_TDF_DC Digest Newsletter_Oct_728x90_1x1,TDF Tracking Creative,PIOnline,1,0,0
11/10/2016,DS_9291572_702495_126155424_299137099_69123816,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Tablet_728x90,Investor_Tenure Noriko  2.29_728x90,kiplinger.com,1,0,0.03
11/10/2016,DS_9291572_1320102_126155019_299137447_69289648,B2C_Investor_ 2016CY,Investor_Clavis 1st Party Custom Segment_Desktop_300x600,Investor_Tenure Martin Static 2.29_300x600,Washington Post Digital,1,0,0.02
11/10/2016,DS_9291572_1852303_126154340_299137446_69289052,B2C_Investor_ 2016CY,Investor_Personal Finance Channel_728x90,Investor_Tenure Martin Static 2.29_728x90,Investopedia,1,0,0.02
11/10/2016,DS_9291572_702495_126155424_299137093_69129019,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Mobile_300x250,Investor_Tenure Noriko 2.29_300x250,kiplinger.com,1,0,0.03
11/10/2016,DS_9291572_702495_126155008_299137445_69150472,B2C_Investor_ 2016CY,Investor_Run of Personal Finance_ATF_300x250,Investor_Tenure Martin Static 2.29_300x250,kiplinger.com,1,0,0
11/10/2016,DS_9291572_674639_134668051_307292584_67439960,B2C_Investor_ 2016CY,Investor_Facebook_1x1,Tracking Creative,Facebook,1,0,0
11/10/2016,DS_9291572_702495_126155424_299137093_68269976,B2C_Investor_ 2016CY,Investor_Kip 25 Funds Guide Sponsorship_Mobile_300x250,Investor_Tenure John_300x250,kiplinger.com,1,0,0.03
11/11/2016,DS_9291572_674639_138260233_310669850_67439960,B2C_Investor_ 2016CY,Investor_Facebook_Main_Video_1x1,Tracking Creative,Facebook,258565,109,0
11/11/2016,DS_9291572_674639_141048371_313339155_67439960,B2C_Investor_ 2016CY,Investor_Facebook_Election Donald_1x1,Tracking Creative,Facebook,159512,451,0
11/11/2016,DS_9291572_2106501_126155460_299587824_67439960,B2C_Investor_ 2016CY,Investor_Native Ad Unit_Behavioral Targeting_Multiple/Dynamic Sizes_1x1,Tracking Creative,"Nativo, Inc",157871,0,2887.56
11/11/2016,DS_9291572_1855905_126150868_299587824_67439960,B2C_Investor_ 2016CY,Investor_CNBC ROS Mobile Web_320x50_1x1,Tracking Creative,CNBC,63806,82,191.42
11/11/2016,DS_9291572_674639_138260238_310669850_67439960,B2C_Investor_ 2016CY,Investor_Facebook_Teamwork_Video Cut Down_1x1,Tracking Creative,Facebook,51641,20,0
11/11/2016,DS_9291572_674639_138260236_310669850_67439960,B2C_Investor_ 2016CY,Investor_Facebook_Funds_Video Cut Down_1x1,Tracking Creative,Facebook,41401,21,0
11/11/2016,DS_9291572_674639_140021712_310669850_67439960,B2C_Investor_ 2016CY,Investor_Facebook_Millennial_1x1,Tracking Creative,Facebook,32713,11,0
11/11/2016,DS_9291572_674639_140021711_312350623_67439960,B2C_Investor_ 2016CY,Investor_Facebook_BabyBoomer_1x1,Tracking Creative,Facebook,31388,22,0
11/11/2016,DS_9291572_1312649_133837062_306506353_67439960,B2C_Investor_ 2016CY,Desktop Package_Primary Site List_Pre Roll Video,Tracking Creative,coreaudience.com,30906,90,494.5
11/11/2016,DS_9291572_1312649_126155477_299137473_68164252,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_300x600,Investor_System_300x600,coreaudience.com,30825,15,262.01
11/11/2016,DS_9291572_1312649_126155477_299137473_70333951,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_300x600,Investor_Global Research v.2_300x600,coreaudience.com,30407,10,258.46
11/11/2016,DS_9291572_1312649_126155477_299137473_69126143,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_300x600,Investor_Results Stat 2 2.29_300x600,coreaudience.com,30322,10,257.74
11/11/2016,DS_9291572_1312649_126155477_299137473_68162179,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_300x600,Investor_LowFees_300x600,coreaudience.com,30265,13,257.25
11/11/2016,DS_9291572_1312649_133837063_306506353_67439960,B2C_Investor_ 2016CY,Desktop Package _Secondary Site List_Pre Roll Video,Tracking Creative,coreaudience.com,28289,115,452.62
11/11/2016,DS_9291572_1852306_128475693_299587824_67439960,B2C_Investor_ 2016CY,Investor_Video Pre Roll_Desktop_1x1_(2),Tracking Creative,The Street,27500,868,962.5
11/11/2016,DS_9291572_1312649_126155477_299137099_68162955,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_728x90,Investor_LowFees_728x90,coreaudience.com,26190,7,222.62
11/11/2016,DS_9291572_1312649_126155477_299137099_70324694,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_728x90,Investor_Global Research v.2_728x90,coreaudience.com,26065,8,221.55
11/11/2016,DS_9291572_1312649_126155477_299137099_69123842,B2C_Investor_ 2016CY,Desktop Package _Primary Site List_Affluent Investor_728x90,Investor_Results Stat 2 2.29_728x90,coreaudience.com,25981,6,220.84
