date_time,tracking_code,visits,page_view,TOOL_STARTS,TOOL_COMPLETES,LIT_DOWNLOADSS,TOOL_DOWNLOADS,VID_STARTS, Sales 
7/15/2016,ps_ggl_40853,4,21,0,0,0,0,0,112.20
7/15/2016,ps_ggl_40820,4,12,0,0,2,0,0,130.48
7/15/2016,ps_msn_39098,4,4,0,0,0,0,0,162.17
7/15/2016,11576882113,4,10,2,0,0,0,0,185.56
7/15/2016,ds_9291572_953793_126284469_299484122_68031444,4,9,1,0,0,0,0,198.12
7/15/2016,ds_9291572_1852303_126150806_299137093_68161982,4,4,0,0,0,0,0,215.33
7/15/2016,ps_msn_39105,4,8,0,0,0,0,0,237.01
7/15/2016,ds_9291572_1312649_126155478_299137093_70340428,4,4,0,0,0,0,0,272.37
7/15/2016,ps_ggl_53995,4,8,0,0,0,0,0,347.12
7/15/2016,ps_ggl_40620,4,6,0,0,0,0,0,366.26
7/15/2016,ps_ggl_53997,4,7,0,0,0,0,0,456.59
7/15/2016,ps_ggl_42079,4,6,0,0,0,0,0,510.19
7/15/2016,ps_msn_38361,4,17,0,0,0,0,0,667.06
7/15/2016,ps_ggl_41250,4,9,0,0,0,0,0,695.10
7/15/2016,ps_ggl_42160,4,15,0,0,1,0,0,729.10
7/15/2016,ds_9291572_1855905_126150867_299137093_68161982,4,10,0,0,0,0,0,804.07
7/15/2016,ps_ggl_41844,4,34,0,0,1,0,0,872.60
7/15/2016,ds_9291572_1320102_126155025_299137473_70333951,4,5,0,0,0,0,0,880.61
7/15/2016,ds_9291572_1320102_126155025_299137473_69126143,4,4,0,0,0,0,0,903.30
7/15/2016,Vanity20062,4,4,0,0,0,0,0,960.77
7/15/2016,ps_ggl_41242,4,16,0,0,5,0,0,1050.15
7/15/2016,ds_9291572_1320102_126155020_299137473_68162179,4,4,0,0,0,0,0,1250.49
7/15/2016,76639551,4,15,0,0,0,0,0,1291.46
7/15/2016,ps_msn_50399,4,4,0,0,0,0,0,1394.73
7/15/2016,ps_ggl_41813,4,4,0,0,0,0,0,1904.08
7/15/2016,ds_9291572_1853903_126154330_299137099_69123816,3,3,0,0,0,0,0,6.22
7/15/2016,ps_msn_38525,3,3,0,0,0,0,0,6.33
7/15/2016,ds_9291572_1526601_126150835_299137093_69126123,3,3,0,0,0,0,0,6.43
7/15/2016,ps_msn_51644,3,3,0,0,0,0,0,6.92
7/15/2016,ds_9291572_1312649_126155480_299477034_68165100,3,4,0,0,0,0,0,7.52
7/15/2016,ds_9291572_702495_126155013_299137093_68269976,3,3,0,0,0,0,0,8.95
7/15/2016,ps_ggl_42014,3,16,0,0,0,0,0,19.80
7/15/2016,ps_msn_22542,3,17,0,0,0,0,0,20.24
7/15/2016,ps_msn_38368,3,10,0,0,0,0,0,21.03
7/15/2016,ds_9291572_702495_126155013_299137093_69129019,3,3,0,0,0,0,0,55.32
7/15/2016,ps_msn_38353,3,27,0,0,0,0,0,65.62
7/15/2016,ps_ggl_36297,3,9,0,0,0,0,0,65.77
7/15/2016,ps_ggl_22720,3,24,0,0,0,0,0,68.12
7/15/2016,ds_9291572_1852303_126150806_299137093_69126123,3,3,0,0,0,0,0,97.23
7/15/2016,ps_ggl_41148,3,8,1,1,0,0,0,101.01
7/15/2016,74948372,3,3,0,0,0,0,0,117.52
7/15/2016,ds_9291572_1320102_126155019_299137473_68268782,3,3,0,0,0,0,0,129.18
7/15/2016,ps_msn_39077,3,3,0,0,0,0,0,158.52
7/15/2016,ps_ggl_41418,3,13,0,0,0,0,0,170.88
7/15/2016,ds_9291572_1312649_126155480_299477034_70328460,3,3,0,0,0,0,0,177.23
7/15/2016,ds_9291572_1320102_126155017_299137093_70340428,3,5,0,0,0,0,0,178.17
7/15/2016,ps_msn_38995,3,10,0,0,0,0,0,190.57
7/15/2016,ds_9291572_702495_126155439_299137093_69129058,3,3,0,0,0,0,0,192.16
7/15/2016,ps_msn_49149,3,7,0,0,0,0,0,205.12
7/15/2016,Vanity20018,3,41,0,0,1,0,0,207.42
7/15/2016,ps_ggl_40779,3,14,0,0,0,0,0,227.35
7/15/2016,ps_msn_50381,3,3,0,0,0,0,0,234.38
7/15/2016,ps_ggl_50879,3,3,0,0,0,0,0,263.28
7/15/2016,ps_ggl_40969,3,7,0,0,0,0,0,277.09
7/15/2016,ps_ggl_50801,3,5,0,0,0,0,0,279.40
7/15/2016,ds_9291572_1320102_126155025_299137473_68164252,3,3,0,0,0,0,0,294.46
7/15/2016,76580537,3,13,0,0,0,0,0,302.23
7/15/2016,ps_msn_38704,3,4,0,0,0,0,0,319.84
7/15/2016,ps_msn_38994,3,18,0,0,0,0,0,338.98
7/15/2016,ps_ggl_50812,3,3,0,0,0,0,0,348.19
7/15/2016,ds_9291572_702495_126155013_299137093_68165124,3,3,0,0,0,0,0,364.49
7/15/2016,ps_msn_38770,3,23,0,0,0,0,0,371.10
7/15/2016,ps_ggl_41433,3,11,0,0,0,0,0,385.83
7/15/2016,ds_9291572_1320102_126155020_299137473_69126143,3,3,0,0,0,0,0,396.46
7/15/2016,ps_msn_38443,3,24,0,0,0,0,0,402.93
7/15/2016,ps_msn_39562,3,8,0,0,1,0,0,436.00
7/15/2016,Vanity20031,3,30,0,0,0,0,0,440.93
7/15/2016,ps_msn_39676,3,6,0,0,0,0,0,452.20
7/15/2016,ps_ggl_23028,3,11,0,0,0,0,0,475.67
7/15/2016,ps_msn_50432,3,3,0,0,0,0,0,494.21
7/15/2016,ps_msn_38759,3,3,0,0,0,0,0,510.10
7/15/2016,ds_9291572_953793_126284465_299484122_69127113,3,3,0,0,0,0,0,528.97
7/15/2016,ps_ggl_41850,3,10,0,0,1,0,0,550.69
7/15/2016,ps_ggl_50765,3,5,0,0,0,0,0,555.46
7/15/2016,ps_ggl_40961,3,8,0,0,0,0,0,583.09
7/15/2016,ds_9291572_1855905_126150867_299137093_68165124,3,5,0,0,0,0,0,588.29
7/15/2016,ps_ggl_50841,3,3,0,0,0,0,0,601.90
7/15/2016,ps_ggl_41990,3,3,0,0,0,0,0,613.43
7/15/2016,ps_ggl_41998,3,3,0,0,0,0,0,654.26
7/15/2016,75358323,3,66,0,0,0,0,0,706.86
7/15/2016,ps_ggl_41142,3,6,0,0,0,0,0,738.75
7/15/2016,ps_msn_36418,3,4,0,0,0,0,0,799.21
7/15/2016,ps_ggl_40953,3,6,0,0,0,0,0,830.26
7/15/2016,ds_9291572_1084152_134004598_299892819_72159924,3,3,0,0,0,0,0,864.97
7/15/2016,76639552,3,23,0,0,0,0,0,885.62
7/15/2016,ps_ggl_41600,3,7,0,0,0,0,0,922.94
7/15/2016,ds_9291572_1320102_126155024_299137473_69127088,3,3,0,0,0,0,0,953.79
7/15/2016,ds_9291572_2106501_126936229_304635912_0,3,3,0,0,0,0,0,1018.36
7/15/2016,ps_msn_39117,3,3,0,0,0,0,0,1033.01
7/15/2016,ps_msn_38141,3,47,0,0,0,0,0,1037.62
7/15/2016,ps_msn_39655,3,16,3,2,4,2,0,1055.08
7/15/2016,ps_ggl_41243,3,7,0,0,0,0,0,1088.05
7/15/2016,ds_9291572_702495_126155013_299137093_68161982,3,3,0,0,0,0,0,1143.79
7/15/2016,ps_ggl_40612,3,11,0,0,0,0,0,1831.98
7/15/2016,ps_msn_50428,2,2,0,0,0,0,0,4.09
7/15/2016,ps_msn_38790,2,2,0,0,0,0,0,4.40
7/15/2016,ds_9291572_1320102_126155025_299137473_69127088,2,2,0,0,0,0,0,4.43
7/15/2016,ds_9291572_1312649_126155479_299137099_69129227,2,2,0,0,0,0,0,4.94
7/15/2016,ds_9291572_1855905_126150870_299137099_68165803,2,2,0,0,0,0,0,5.67
7/15/2016,ps_msn_38348,2,3,0,0,0,0,0,7.99
7/15/2016,ps_ggl_41254,2,5,0,0,0,0,0,10.06
7/15/2016,ps_msn_38709,2,3,0,0,0,0,0,13.64
7/15/2016,ds_9291572_1664565_126154362_299137093_68165124,2,2,0,0,0,0,0,14.30
7/15/2016,ds_9291572_1853903_126154332_299137093_70340428,2,2,0,0,0,0,0,17.37
7/15/2016,ds_9291572_1855905_126150867_299137093_69129019,2,2,0,0,0,0,0,25.73
7/15/2016,ps_msn_38439,2,7,0,0,0,0,0,30.84
7/15/2016,ds_9291572_1320102_126155023_299137093_69126123,2,2,0,0,0,0,0,39.69
7/15/2016,ds_9291572_1855905_126150867_299137093_70340428,2,2,0,0,0,0,0,45.15
7/15/2016,ps_ggl_54023,2,3,0,0,0,0,0,47.76
7/15/2016,ds_9291572_702495_126155448_299137093_69129058,2,2,0,0,0,0,0,49.38
7/15/2016,ps_ggl_40950,2,6,0,0,0,0,0,52.47
7/15/2016,ps_ggl_41068,2,2,0,0,0,0,0,54.51
7/15/2016,ps_ggl_40955,2,6,0,0,0,0,0,59.61
7/15/2016,ps_ggl_41176,2,3,0,0,4,0,0,61.44
7/15/2016,ps_ggl_23012,2,10,0,0,0,0,0,66.77
7/15/2016,ds_9291572_1320102_126155019_299137473_68162179,2,3,0,0,0,0,0,69.02
7/15/2016,ps_msn_38715,2,8,0,0,0,0,0,72.59
7/15/2016,ps_ggl_40630,2,4,0,0,1,0,0,73.10
7/15/2016,ps_ggl_41284,2,3,0,0,0,0,0,74.40
7/15/2016,ps_ggl_41851,2,2,0,0,0,0,0,75.03
7/15/2016,ps_ggl_41650,2,2,0,0,0,0,0,83.99
7/15/2016,ds_9291572_1526601_126154373_299137093_70340428,2,2,0,0,0,0,0,84.93
7/15/2016,75702538,2,4,0,0,0,0,0,89.23
7/15/2016,ps_ggl_42050,2,6,0,0,0,0,0,96.72
7/15/2016,ps_msn_38524,2,2,0,0,0,0,0,100.15
7/15/2016,ps_ggl_40745,2,7,0,0,1,0,0,104.11
7/15/2016,ds_9291572_1853903_126154320_299137093_69129058,2,2,0,0,0,0,0,112.59
7/15/2016,ds_9291572_1312649_126155484_299137099_70324694,2,2,0,0,0,0,0,115.60
7/15/2016,ps_msn_38827,2,22,0,0,0,0,0,115.90
7/15/2016,ps_ggl_41630,2,19,0,0,0,0,0,125.10
7/15/2016,ds_9291572_1853903_126154330_299137099_68165803,2,2,0,0,0,0,0,127.30
7/15/2016,ps_ggl_41137,2,2,0,0,0,0,0,132.22
7/15/2016,ds_9291572_953793_126284466_299137093_68165124,2,7,0,0,0,0,0,134.52
7/15/2016,ds_9291572_1526601_126150839_299137093_69129058,2,2,0,0,0,0,0,145.56
7/15/2016,ps_msn_50439,2,2,0,0,0,0,0,146.73
7/15/2016,ps_msn_38862,2,3,0,0,0,0,0,146.88
7/15/2016,ds_9291572_1084152_126155015_299892819_72157195,2,2,0,0,0,0,0,148.13
7/15/2016,ds_9291572_1320102_126155018_299137093_68165124,2,2,0,0,0,0,0,151.09
7/15/2016,ps_msn_38718,2,4,0,0,0,0,0,158.91
7/15/2016,ps_msn_39559,2,4,0,0,0,0,0,164.87
7/15/2016,ds_9291572_1852306_126154398_299137473_68268782,2,2,0,0,0,0,0,166.74
7/15/2016,ds_9291572_1852303_126150806_299137093_68269976,2,2,0,0,0,0,0,167.34
7/15/2016,ds_9291572_1853903_126154324_299137099_68162955,2,2,0,0,0,0,0,184.95
7/15/2016,ps_msn_38674,2,5,1,1,0,0,0,187.83
7/15/2016,ps_msn_38653,2,11,0,0,0,0,0,187.93
7/15/2016,ps_ggl_41145,2,4,0,0,0,0,0,193.76
7/15/2016,ds_9291572_1852303_126150809_299137099_69123842,2,2,0,0,0,0,0,203.40
7/15/2016,ps_ggl_40855,2,3,0,0,0,0,0,209.92
7/15/2016,ps_msn_38144,2,14,1,1,0,0,0,213.65
7/15/2016,ps_ggl_41823,2,11,0,0,0,0,0,241.93
7/15/2016,ps_ggl_41546,2,2,0,0,0,0,0,242.44
7/15/2016,20130522-IM-AMF_SEM_Micro,2,9,0,0,0,0,0,251.01
7/15/2016,ds_9291572_1852306_126154398_299137473_69126143,2,2,0,0,0,0,0,252.30
7/15/2016,ps_ggl_41436,2,11,0,0,0,0,0,260.40
7/15/2016,ps_ggl_41643,2,2,0,0,0,0,0,275.58
7/15/2016,ps_msn_38829,2,5,0,0,1,0,0,278.50
7/15/2016,ds_9291572_1526601_126150839_299137093_68165124,2,2,0,0,0,0,0,280.54
7/15/2016,Vanity20050,2,2,0,0,0,0,0,284.90
7/15/2016,ps_ggl_41402,2,6,0,0,0,0,0,291.11
7/15/2016,ps_ggl_40658,2,4,0,0,0,0,0,292.09
7/15/2016,ps_msn_38333,2,4,0,0,0,0,0,303.12
7/15/2016,ps_msn_38389,2,2,0,0,0,0,0,304.25
7/15/2016,76050023,2,11,0,0,0,0,0,306.22
7/15/2016,ps_msn_38150,2,17,0,0,0,0,0,316.11
7/15/2016,ps_msn_51651,2,2,0,0,0,0,0,327.00
7/15/2016,ps_msn_38654,2,9,0,0,0,0,0,358.30
7/15/2016,ps_msn_39438,2,3,0,0,0,0,0,362.74
7/15/2016,ds_9291572_1084152_131557928_299137473_70333951,2,3,0,0,0,0,0,365.22
7/15/2016,ps_msn_50490,2,3,0,0,0,0,0,365.90
7/15/2016,ps_msn_38523,2,6,0,0,0,0,0,371.52
7/15/2016,Vanity20012,2,32,1,0,2,0,0,372.27
7/15/2016,ps_ggl_41363,2,2,0,0,0,0,0,374.45
7/15/2016,ps_ggl_40903,2,3,0,0,0,0,0,379.89
7/15/2016,ds_9291572_953793_126284465_299484122_68031446,2,2,0,0,0,0,0,382.47
7/15/2016,ds_9291572_1852303_126150809_299137099_68165803,2,2,0,0,0,0,0,382.94
7/15/2016,SH0001SP1110C000A,2,8,0,0,0,0,0,395.71
7/15/2016,ps_ggl_50799,2,2,0,0,0,0,0,403.68
7/15/2016,ps_ggl_41547,2,8,0,0,0,0,0,409.11
7/15/2016,11560780703,2,2,0,0,0,0,0,409.63
7/15/2016,ds_9291572_1853903_126154332_299137093_68165124,2,2,0,0,0,0,0,424.44
7/15/2016,ps_ggl_40619,2,4,0,0,0,0,0,431.63
7/15/2016,ds_9291572_702495_126155439_299137093_68269976,2,2,0,0,0,0,0,434.74
7/15/2016,ps_msn_38605,2,2,0,0,0,0,0,435.90
7/15/2016,ds_9291572_1664565_126155036_299137093_69129019,2,2,0,0,0,0,0,441.64
7/15/2016,ds_9291572_1320102_126155024_299137473_70333951,2,5,0,0,0,0,0,457.25
7/15/2016,ps_ggl_41255,2,6,0,0,0,0,0,473.12
7/15/2016,ds_9291572_702495_126155012_299137093_68165124,2,2,0,0,0,0,0,475.14
7/15/2016,ps_ggl_51375,2,2,0,0,0,0,0,479.30
7/15/2016,ds_9291572_1853903_126154321_299137099_68162955,2,2,0,0,0,0,0,499.77
7/15/2016,ds_9291572_1526601_126154376_299137093_69129019,2,2,0,0,0,0,0,499.97
7/15/2016,ds_9291572_1559768_126154385_299137093_68161982,2,5,0,0,0,0,0,504.47
7/15/2016,ds_9291572_702495_126155013_299137093_69126123,2,4,0,0,0,0,0,526.02
7/15/2016,ds_9291572_1312649_131721956_304383882_68165124,2,2,0,0,0,0,0,535.11
7/15/2016,ps_ggl_50809,2,2,0,0,0,0,0,535.57
7/15/2016,ds_9291572_1853903_126154320_299137093_68161982,2,2,0,0,0,0,0,536.29
7/15/2016,ps_msn_50476,2,2,0,0,0,0,0,544.25
7/15/2016,ps_ggl_41294,2,26,0,0,0,0,0,548.73
7/15/2016,ds_9291572_1853903_126154332_299137093_68161982,2,2,0,0,0,0,0,550.22
7/15/2016,9947068285,2,12,0,0,0,0,0,559.23
7/15/2016,20121001-IM-CTDS_SEM_Micro,2,2,0,0,0,0,0,587.36
7/15/2016,ps_ggl_40662,2,7,0,0,0,0,0,603.36
7/15/2016,ds_9291572_1312649_126155479_299137099_68273537,2,5,0,0,0,0,0,604.50
7/15/2016,ds_9291572_1853903_126154326_299137093_68161982,2,2,0,0,0,0,0,607.04
7/15/2016,ds_9291572_1320102_126155022_299137093_68269976,2,2,0,0,0,0,0,612.93
7/15/2016,ds_9291572_1320102_126155024_299137473_68162179,2,2,0,0,0,0,0,634.50
7/15/2016,ps_ggl_40889,2,9,0,0,4,0,0,661.44
7/15/2016,ps_msn_38617,2,6,0,0,1,0,0,674.83
7/15/2016,ps_ggl_41519,2,5,0,0,0,0,0,691.43
7/15/2016,ds_9291572_1320102_126155021_299137099_69123842,2,2,0,0,0,0,0,695.22
7/15/2016,ds_9291572_1320102_126155022_299137093_68161982,2,2,0,0,0,0,0,709.37
7/15/2016,76714362,2,2,0,0,0,0,0,710.40
7/15/2016,ps_msn_39157,2,2,0,0,0,0,0,732.72
7/15/2016,ds_9291572_1664565_126154362_299137093_69129058,2,2,0,0,0,0,0,735.08
7/15/2016,ds_9291572_1852303_126150806_299137093_69129019,2,3,0,0,0,0,0,746.80
7/15/2016,ps_msn_54072,2,2,0,0,0,0,0,755.67
7/15/2016,ps_msn_39097,2,8,0,0,0,0,0,773.55
7/15/2016,ps_msn_39089,2,5,0,0,0,0,0,774.02
7/15/2016,ds_9291572_1320102_126155026_299137099_69123816,2,2,0,0,0,0,0,804.92
7/15/2016,ps_ggl_22997,2,18,0,0,0,0,0,815.34
7/15/2016,ps_msn_38382,2,2,0,0,0,0,0,862.87
7/15/2016,ps_ggl_41061,2,2,0,0,0,0,0,864.18
7/15/2016,ds_9291572_1853903_126154333_299137099_68162955,2,2,0,0,0,0,0,923.24
7/15/2016,ds_9291572_1312649_126155481_299137473_70333951,2,2,0,0,0,0,0,940.27
7/15/2016,ps_msn_38631,2,6,1,0,0,0,0,963.79
7/15/2016,ds_9291572_953793_126284461_299484122_68031444,2,2,0,0,0,0,0,964.37
7/15/2016,ds_9291572_1312649_126155479_299137099_69123816,2,2,0,0,0,0,0,967.87
7/15/2016,ds_9291572_1853903_126154329_299137093_68165124,2,2,0,0,0,0,0,970.34
7/15/2016,ps_msn_39563,2,3,0,0,2,0,0,1040.27
7/15/2016,ds_9291572_1852306_126154398_299137473_68162179,2,2,0,0,0,0,0,1044.91
7/15/2016,ds_9291572_1084152_131557929_299137099_69123842,2,2,0,0,0,0,0,1051.99
7/15/2016,ps_ggl_42071,2,2,0,0,0,0,0,1138.96
7/15/2016,ps_ggl_50679,2,2,0,0,0,0,0,1143.08
7/15/2016,ps_ggl_41080,2,4,0,0,3,0,0,1155.26
7/15/2016,ps_ggl_41712,2,3,0,0,0,0,0,1195.10
7/15/2016,ps_msn_50593,2,2,0,0,0,0,0,1195.59
7/15/2016,ps_ggl_40852,2,6,0,0,0,0,0,1215.51
7/15/2016,ds_9291572_1853903_126154324_299137099_68165803,2,3,0,0,0,0,0,1226.60
7/15/2016,ds_9291572_1526601_126150835_299137093_70340428,2,2,0,0,0,0,0,1227.04
7/15/2016,ps_ggl_41183,2,7,0,0,0,0,0,1250.30
7/15/2016,ds_9291572_1320102_126155023_299137093_70340428,2,2,0,0,0,0,0,1255.85
7/15/2016,ps_msn_39116,2,2,0,0,0,0,0,1270.53
7/15/2016,ps_ggl_40580,2,4,0,0,0,0,0,1320.34
7/15/2016,ps_ggl_36135,2,15,0,0,0,0,0,1447.30
7/15/2016,ps_msn_39518,2,2,0,0,0,0,0,1522.79
7/15/2016,ps_ggl_41692,2,2,0,0,0,0,0,1524.10
7/15/2016,ps_ggl_41269,2,2,0,0,0,0,0,1535.01
7/15/2016,ds_9291572_1853903_126154329_299137093_68161982,2,2,0,0,0,0,0,1579.13
7/15/2016,ds_9291572_1853903_126154323_299137093_70340428,2,2,0,0,0,0,0,1695.95
7/15/2016,ps_msn_22556,2,10,0,0,0,0,0,1703.07
7/15/2016,ds_9291572_1664565_126155038_299137093_68165124,2,2,0,0,0,0,0,1867.53
7/15/2016,ds_9291572_1855905_126154337_299137473_70333951,1,1,0,0,0,0,0,2.25
7/15/2016,ps_msn_39629,1,1,0,0,0,0,0,2.26
7/15/2016,ps_msn_38624,1,1,0,0,0,0,0,2.26
7/15/2016,ps_msn_38974,1,1,0,0,0,0,0,2.29
7/15/2016,ds_9291572_1853903_126154326_299137093_70340428,1,1,0,0,0,0,0,2.49
7/15/2016,ds_9291572_702495_126155439_299137093_69126123,1,1,0,0,0,0,0,2.51
7/15/2016,ds_9291572_1312649_126155478_299137093_69129019,1,1,0,0,0,0,0,2.61
7/15/2016,ds_9291572_1084152_134004596_299137099_69129227,1,1,0,0,0,0,0,2.70
7/15/2016,ps_ggl_50904,1,2,0,0,0,0,0,3.17
7/15/2016,ps_ggl_41191,1,2,0,0,0,0,0,3.76
7/15/2016,11560780704,1,3,0,0,0,0,0,4.41
7/15/2016,ps_msn_50503,1,3,0,0,0,0,0,4.99
7/15/2016,ps_ggl_40603,1,11,0,0,0,0,0,5.23
7/15/2016,ps_ggl_41141,1,9,0,0,0,0,0,10.21
7/15/2016,ps_ggl_22780,1,6,0,0,0,0,0,10.81
7/15/2016,ds_9291572_1664565_126154362_299137093_68269976,1,1,0,0,0,0,0,12.35
7/15/2016,ps_msn_38798,1,1,0,0,0,0,0,13.01
7/15/2016,ds_9291572_1526601_126154373_299137093_68165124,1,1,0,0,0,0,0,14.25
7/15/2016,ds_9291572_1312649_126155478_299137093_69129058,1,1,0,0,0,0,0,16.14
7/15/2016,ds_9291572_1853903_126154333_299137099_68165803,1,1,0,0,0,0,0,17.88
7/15/2016,ds_9291572_1853903_126154323_299137093_69129058,1,2,0,0,0,0,0,18.79
7/15/2016,ps_ggl_41616,1,2,0,0,0,0,0,20.07
7/15/2016,ds_9291572_1084152_131557929_299137099_70324694,1,1,0,0,0,0,0,21.46
7/15/2016,ds_9291572_1084152_131557931_299137099_68273537,1,1,0,0,0,0,0,21.59
7/15/2016,ps_ggl_54021,1,1,0,0,0,0,0,22.75
7/15/2016,ds_9291572_1852303_126150809_299137099_68162955,1,1,0,0,0,0,0,23.10
7/15/2016,ps_ggl_41063,1,1,0,0,0,0,0,23.61
7/15/2016,ps_ggl_50726,1,2,0,0,0,0,0,25.52
7/15/2016,11575086563,1,5,0,0,0,0,0,27.02
7/15/2016,ps_ggl_53994,1,1,0,0,0,0,0,30.15
7/15/2016,ps_ggl_41968,1,1,0,0,0,0,0,30.72
7/15/2016,ps_ggl_41328,1,1,0,0,0,0,0,32.27
7/15/2016,ps_msn_38410,1,1,0,0,0,0,0,32.29
7/15/2016,ps_ggl_40902,1,17,0,0,0,0,0,32.44
7/15/2016,ps_ggl_22793,1,1,0,0,0,0,0,33.15
7/15/2016,ps_ggl_40974,1,4,0,0,0,0,0,35.07
7/15/2016,11560780587,1,1,0,0,0,0,0,36.00
7/15/2016,ps_ggl_41938,1,4,0,0,0,0,0,38.37
7/15/2016,ds_9291572_1852306_126154395_299137473_69227172,1,1,0,0,0,0,0,38.71
7/15/2016,ds_9291572_1852303_126150848_299137093_69129019,1,1,0,0,0,0,0,40.42
7/15/2016,ds_9291572_1526601_126144396_299137093_69129058,1,1,0,0,0,0,0,41.28
7/15/2016,ds_9291572_953793_126284466_299137093_69126123,1,1,0,0,0,0,0,41.31
7/15/2016,ps_ggl_41377,1,4,0,0,0,0,0,42.42
7/15/2016,ps_msn_39628,1,8,0,0,0,0,0,42.93
7/15/2016,ds_9291572_1852303_126150815_299137099_68273537,1,1,0,0,0,0,0,43.10
7/15/2016,ps_msn_50561,1,3,0,0,0,0,0,43.81
7/15/2016,ds_9291572_1320102_126155018_299137093_69126123,1,1,0,0,0,0,0,46.59
7/15/2016,ps_ggl_50750,1,1,0,0,0,0,0,47.42
7/15/2016,ps_ggl_41967,1,1,0,0,0,0,0,47.52
7/15/2016,ps_msn_50609,1,1,0,0,0,0,0,47.96
7/15/2016,ps_msn_39627,1,21,0,0,0,0,0,48.56
7/15/2016,ds_9291572_1852303_126150814_299137093_69129019,1,1,0,0,0,0,0,48.67
7/15/2016,ps_ggl_50645,1,1,0,0,0,0,0,49.55
7/15/2016,ds_9291572_1084152_126155016_299137093_68165124,1,1,0,0,0,0,0,50.08
7/15/2016,ps_ggl_41974,1,14,0,0,0,0,2,52.47
7/15/2016,ds_9291572_1526601_126154376_299137093_68161982,1,2,0,0,0,0,0,52.60
7/15/2016,ps_ggl_23004,1,4,0,0,0,0,0,53.65
7/15/2016,ds_9291572_1312649_126155484_299137099_68162955,1,5,0,0,0,0,0,54.86
7/15/2016,ps_ggl_50773,1,1,0,0,0,0,0,56.41
7/15/2016,ds_9291572_1853903_126154329_299137093_69129019,1,1,0,0,0,0,0,58.78
7/15/2016,ds_9291572_953793_126284466_299137093_69129058,1,1,0,0,0,0,0,59.24
7/15/2016,ps_ggl_41580,1,7,0,0,0,0,0,61.77
7/15/2016,75048471,1,16,0,0,0,0,0,62.87
7/15/2016,ps_msn_38819,1,1,0,0,0,0,0,67.63
7/15/2016,ds_9291572_1526601_126144397_299137099_70324694,1,1,0,0,0,0,0,68.86
7/15/2016,ds_9291572_1664565_126154365_299137473_70333951,1,5,0,0,0,0,0,71.31
7/15/2016,ps_ggl_41200,1,4,0,0,0,0,0,71.55
7/15/2016,ds_9291572_1084152_134004596_299137099_70324694,1,1,0,0,0,0,0,71.76
7/15/2016,ds_9291572_953793_126284466_299137093_70340428,1,2,0,0,0,0,0,71.94
7/15/2016,ds_9291572_702495_126155435_299137093_68165124,1,1,0,0,0,0,0,74.12
7/15/2016,ds_9291572_1526601_126154373_299137093_69126123,1,2,0,0,0,0,0,74.37
7/15/2016,ds_9291572_702495_126155445_299137093_70340428,1,1,0,0,0,0,0,74.52
7/15/2016,ps_ggl_42125,1,8,0,0,0,0,0,75.16
7/15/2016,ps_ggl_50646,1,1,0,0,0,0,0,78.22
7/15/2016,ds_9291572_1320102_126155021_299137099_68273537,1,2,0,0,0,0,0,80.67
7/15/2016,ps_msn_39440,1,22,0,0,0,0,0,81.15
7/15/2016,ds_9291572_1852303_126150816_299477034_68165100,1,1,0,0,0,0,0,81.32
7/15/2016,ps_msn_50420,1,4,0,0,0,0,0,81.46
7/15/2016,ds_9291572_953793_126284472_299137093_69126123,1,1,0,0,0,0,0,87.40
7/15/2016,ps_ggl_50702,1,3,0,0,0,0,0,88.39
7/15/2016,ps_msn_38609,1,3,0,0,0,0,0,88.81
7/15/2016,ds_9291572_1853903_126154333_299137099_69123842,1,1,0,0,0,0,0,90.82
7/15/2016,ps_msn_50553,1,1,0,0,0,0,0,93.19
7/15/2016,ps_msn_38773,1,3,0,0,0,0,0,94.43
7/15/2016,ds_9291572_1084152_134004598_299892819_72159726,1,1,0,0,0,0,0,95.35
7/15/2016,ps_ggl_50892,1,1,0,0,0,0,0,98.10
7/15/2016,11575086366,1,2,0,0,0,0,0,104.45
7/15/2016,ps_msn_22248,1,4,0,0,0,0,0,108.70
7/15/2016,ps_ggl_41116,1,1,0,0,0,0,0,109.35
7/15/2016,ds_9291572_702495_126155449_299137093_68161982,1,1,0,0,0,0,0,110.90
7/15/2016,ps_ggl_41982,1,1,0,0,0,0,0,114.06
7/15/2016,ds_9291572_1084152_134004596_299137099_69123842,1,1,0,0,0,0,0,116.51
7/15/2016,ps_msn_38615,1,1,0,0,0,0,0,117.29
7/15/2016,ds_9291572_1852306_126154399_299137099_69123842,1,1,0,0,0,0,0,117.40
7/15/2016,ps_ggl_36132,1,12,0,0,0,0,0,118.01
7/15/2016,ds_9291572_1853903_126154327_299137099_69123816,1,1,0,0,0,0,0,119.16
7/15/2016,ps_ggl_41482,1,1,0,0,0,0,0,119.52
7/15/2016,ps_ggl_50913,1,1,0,0,0,0,0,121.39
7/15/2016,ds_9291572_1312649_126155480_299477034_69124810,1,1,0,0,0,0,0,122.05
7/15/2016,ps_ggl_40683,1,12,0,0,1,0,0,123.28
7/15/2016,SH0001SP1505C0001,1,2,0,0,0,0,0,124.43
7/15/2016,ps_ggl_54003,1,1,0,0,0,0,0,127.55
7/15/2016,ds_9291572_953793_126284465_299484122_69306031,1,1,0,0,0,0,0,128.49
